,Id,Name,Nation,Team,League,Born,Mac,Pos,Dripling,Press,Pas,Şut,Gole_katkı,Dakika
1556,1556,Dion Lopy,SEN,Reims,Ligue 1,2002,26,MF,0.05869078947368421,0.0054,0.03824285714285715,0.00165,0.0,0.47996490201813397
1558,1558,Anthony Losilla,FRA,Bochum,Bundesliga,1986,33,MF,0.017882278835386338,0.03242,0.04531542443064183,0.0266,0.04421052631578948,0.8581456566247441
1563,1563,Imran Louza,MAR,Watford,Premier League,1999,20,MF,0.02375657894736842,0.019799999999999998,0.04411656314699793,0.00635,0.0,0.41386370283708684
1566,1566,Eduard Lˆwen,GER,Bochum,Bundesliga,1997,26,MF,0.006382978723404254,0.01377,0.0475016563146998,0.04997676056338028,0.09968947368421054,0.41386370283708684
1570,1570,Jean Lucas,BRA,Monaco,Ligue 1,1998,28,MF,0.08321388577827546,0.03383,0.07101574588645528,0.022933333333333333,0.04601052631578948,0.4223457151213805
1575,1575,Florentino LuÌs,POR,Getafe,La Liga,1999,22,MF,0.014074468085106383,0.028000000000000004,0.06606625258799172,0.0013499999999999999,0.0026999999999999997,0.2898508335770693
1577,1577,Douglas Luiz,BRA,Aston Villa,Premier League,1998,34,MF,0.02076259798432251,0.014220000000000002,0.06848339326577313,0.06054788732394367,0.054578947368421046,0.7937993565369992
1582,1582,Saöa Luki?,SRB,Torino,Serie A,1996,35,MF,0.03851068010936432,0.01278,0.07630447858777378,0.027683333333333334,0.11412631578947369,0.8718923661889442
1591,1591,Alexis Mac Allister,ARG,Brighton,Premier League,1998,33,MFFW,0.03813115901455767,0.00837,0.0610401111474338,0.03805117370892019,0.15713684210526316,0.6206493126645218
1593,1593,Darwin MachÌs,VEN,Granada,La Liga,1993,25,MFFW,0.1115056500050901,0.00936,0.007800000000000001,0.06531455399061033,0.19547894736842106,0.40216437554840595
1595,1595,James Maddison,ENG,Leicester City,Premier League,1996,35,MFFW,0.0925049083055802,0.03843,0.054173542552032244,0.07321784037558686,0.33291052631578943,0.7189236618894413
1599,1599,Giulio Maggiore,ITA,Spezia,Serie A,1998,35,MF,0.04943882978723404,0.0072000000000000015,0.058105284951509205,0.02256666666666667,0.04721052631578948,0.8242176074875694
1601,1601,Francesco Magnanelli,ITA,Sassuolo,Serie A,1984,12,MF,0.004125,0.03953000000000001,0.1570650811812139,0.0,0.0,0.07897045919859608
1604,1604,Hugo Magnetti,FRA,Brest,Ligue 1,1998,28,MF,0.015632978723404252,0.00882,0.05224420289855073,0.046453521126760565,0.0018,0.4276104124012869
1608,1608,Arne Maier,GER,Augsburg,Bundesliga,1999,29,MF,0.07204434926775352,0.024480000000000002,0.036309937888198765,0.03137112676056338,0.04554210526315789,0.544896168470313
1609,1609,Habib MaÔga,CIV,Metz,Ligue 1,1996,17,MFFW,0.0171968085106383,0.026000000000000002,0.06878255966001962,0.06805000000000001,0.10315789473684209,0.3702837086867505
1614,1614,Abdul Majeed Waris,GHA,Strasbourg,Ligue 1,1991,15,MFFW,0.05894736842105263,0.027540000000000005,0.056646137081835024,0.10911666666666668,0.41263157894736835,0.09534951740274933
1615,1615,Lovro Majer,CRO,Rennes,Ligue 1,1998,29,MF,0.0,0.006659999999999999,0.07377283425956194,0.06053333333333334,0.2253842105263158,0.5355367066393683
1616,1616,Jean-Victor Makengo,FRA,Udinese,Serie A,1998,33,MF,0.07570759587556901,0.026820000000000004,0.0513072463768116,0.018699999999999998,0.032773684210526316,0.687335478210003
1618,1618,Nemanja Maksimovi?,SRB,Getafe,La Liga,1995,35,MF,0.01094078947368421,0.01404,0.02358913043478261,0.01285,0.02390526315789474,0.8584381398069612
1622,1622,Youssef Maleh,ITA,Fiorentina,Serie A,1998,28,MF,0.016199468085106382,0.011925,0.06455295848316443,0.011733333333333333,0.13803157894736842,0.29774787949692894
1627,1627,Mickael Malsa,MTQ,Levante,La Liga,1995,26,MF,0.004875000000000001,0.0,0.06753016781083142,0.029066666666666668,0.06374736842105264,0.3340157940918397
1630,1630,Hianga Mananga Mbock,FRA,Brest,Ligue 1,1999,14,MF,0.023157894736842106,0.006570000000000001,0.019180434782608696,0.0,0.0,0.23340157940918396
1638,1638,Rolando Mandragora,ITA,Torino,Serie A,1997,21,MF,0.00425,0.019710000000000002,0.07143701645417892,0.0051,0.004200000000000001,0.38549283416203567
1642,1642,Orel Mangala,BEL,Stuttgart,Bundesliga,1998,28,MF,0.09021960122743998,0.038655,0.05886205731720606,0.027850000000000003,0.04134210526315789,0.5416788534659257
1643,1643,Thomas Mangani,FRA,Angers,Ligue 1,1987,33,MF,0.0036249999999999998,0.00882,0.0865577094911191,0.03180000000000001,0.2160842105263158,0.6411231354197134
1659,1659,Iv·n Marcone,ARG,Elche,La Liga,1990,20,MF,0.0125,0.04222000000000001,0.06539498746867169,0.0,0.0,0.23632641123135417
1662,1662,JosÈ Mari,ESP,C·diz,La Liga,1987,11,MF,0.058750000000000004,0.00423,0.06469505829791872,0.008050000000000002,0.0,0.11260602515355367
1667,1667,R?zvan Marin,ROU,Cagliari,Serie A,1996,36,MF,0.044500699888017914,0.037215000000000005,0.03631407867494824,0.0059,0.0048,0.8233401579409184
1682,1682,Jonas Martin,FRA,Rennes,Ligue 1,1990,29,MF,0.0032500000000000003,0.03663,0.10714796229704697,0.022616666666666667,0.030673684210526315,0.6153846153846154
1687,1687,Javi MartÌnez,ESP,Osasuna,La Liga,1999,26,MF,0.011313829787234045,0.035460000000000005,0.05951495041952708,0.03966666666666667,0.010368421052631579,0.2568002339865458
1690,1690,Pablo MartÌnez,ESP,Levante,La Liga,1998,13,MF,0.0,0.013500000000000002,0.05216873706004141,0.0021000000000000003,0.004200000000000001,0.19157648435214975
1693,1693,Omar Mascarell,ESP,Elche,La Liga,1993,32,MF,0.010130319148936171,0.028530000000000003,0.06093960989430097,0.0014,0.0,0.7288680900848201
1701,1701,Pape Matar Sarr,SEN,Metz,Ligue 1,2002,33,MF,0.025352743561030233,0.00459,0.07660780756238422,0.0193,0.03337368421052631,0.622404211757824
1702,1702,Eliot Matazo,BEL,Monaco,Ligue 1,2002,18,MF,0.04787234042553191,0.028350000000000004,0.07166401329410482,0.00385,0.0,0.23076923076923075
1705,1705,Nemanja Mati?,SRB,Manchester Utd,Premier League,1988,23,MF,0.008875,0.013409999999999998,0.10547061131088592,0.0009,0.0078000000000000005,0.40391927464170807
1708,1708,Azor Matusiwa,NED,Reims,Ligue 1,1998,29,MF,0.01200531914893617,0.00855,0.06816669935708838,0.006033333333333333,0.030673684210526315,0.7200935946183095
1728,1728,James McArthur,SCO,Crystal Palace,Premier League,1987,21,MF,0.026461366181410977,0.00846,0.09275912607605971,0.00285,0.0057,0.42059081602807835
1733,1733,John McGinn,SCO,Aston Villa,Premier League,1994,35,MF,0.02213885778275476,0.0,0.05473421597471942,0.031133333333333332,0.06991578947368422,0.9034805498683826
1734,1734,Weston McKennie,USA,Juventus,Serie A,1998,21,MF,0.03844162933930571,0.01071,0.06048439577203879,0.04968333333333334,0.014736842105263158,0.4001169932728868
1736,1736,Kenny McLean,SCO,Norwich City,Premier League,1992,31,MF,0.011066489361702127,0.030015000000000003,0.05790848316443283,0.014400000000000001,0.02210526315789474,0.791167007897046
1737,1737,Dwight McNeil,ENG,Burnley,Premier League,1999,38,MF,0.04436730123180291,0.01413,0.021978260869565218,0.009850000000000001,0.0009,0.908452763966072
1738,1738,Scott McTominay,SCO,Manchester Utd,Premier League,1996,30,MF,0.023157894736842106,0.008190000000000001,0.07679668737060041,0.032117840375586855,0.030673684210526315,0.6978648727698158
1747,1747,”scar Melendo,ESP,Espanyol,La Liga,1997,21,MFFW,0.009125,0.03807,0.05779190367222403,0.0018,0.0,0.28926586721263525
1748,1748,Gonzalo Melero,ESP,Levante,La Liga,1994,29,MF,0.02502127659574468,0.02178,0.07221326141440558,0.09593333333333334,0.27593157894736847,0.49458906112898504
1750,1750,Arthur Melo,BRA,Juventus,Serie A,1996,20,MF,0.008125,0.02756,0.09831760924049256,0.0,0.0,0.28107633811055865
1756,1756,Brais MÈndez,ESP,Celta Vigo,La Liga,1997,37,MF,0.0531104841407193,0.014669999999999999,0.06602635937670262,0.03353333333333334,0.09292105263157896,0.883299210295408
1763,1763,Nampalys Mendy,SEN,Leicester City,Premier League,1992,14,MF,0.006500000000000001,0.00936,0.07851697177726927,0.0013499999999999999,0.0,0.3015501608657502
1768,1768,Mikel Merino,ESP,Real Sociedad,La Liga,1996,34,MF,0.031138857782754756,0.0062099999999999985,0.08839801678108315,0.06447347417840375,0.06811578947368421,0.8449839134249781
1791,1791,Sergej Milinkovi?-Savi?,SRB,Lazio,Serie A,1995,37,MF,0.037961926091825304,0.010170000000000002,0.10051905851585487,0.07986338028169014,0.24448947368421053,0.9064053816905528
1794,1794,Luka Milivojevi?,SRB,Crystal Palace,Premier League,1991,15,MF,0.0028750000000000004,0.004185,0.0780798844938433,0.0,0.0,0.2260894998537584
1795,1795,Luis Milla,ESP,Granada,La Liga,1994,33,MF,0.023762597984322512,0.01143,0.069837713849842,0.01266338028169014,0.010368421052631579,0.7873647265282246
1806,1806,Aleksei Miranchuk,RUS,Atalanta,Serie A,1995,19,MFFW,0.09517429938482569,0.033435,0.06585784025280593,0.05611666666666667,0.1868736842105263,0.22550453348932437
1812,1812,Henrikh Mkhitaryan,ARM,Roma,Serie A,1989,31,MFFW,0.08007489710737191,0.013590000000000001,0.05948353492426719,0.05718450704225353,0.13923157894736843,0.7294530564492542
1813,1813,Jakub Moder,POL,Brighton,Premier League,1999,28,MFFW,0.06664963605823068,0.01521,0.07084579928081072,0.0288056338028169,0.0048,0.49722140976893825
1816,1816,Luka Modri?,CRO,Real Madrid,La Liga,1985,28,MF,0.04651735722284435,0.03366,0.10529569576114198,0.05422347417840375,0.07681578947368421,0.5940333430827728
1818,1818,Kevin Mˆhwald,GER,Union Berlin,Bundesliga,1993,16,MF,0.11861716125419933,0.043379999999999995,0.061312302495368856,0.01285,0.0,0.10324656332260894
1826,1826,Jon Moncayola,ESP,Osasuna,La Liga,1998,36,MF,0.00425,0.019979999999999998,0.06581882968290291,0.024616666666666665,0.04691052631578948,0.8522959929804037
1827,1827,Monchu,ESP,Granada,La Liga,1999,14,MF,0.023393617021276597,0.017685,0.07460448403617741,0.004900000000000001,0.0,0.195086282538754
1828,1828,Thomas Monconduit,FRA,Lorient,Ligue 1,1991,34,MF,0.021187010078387455,0.010800000000000002,0.07413352947586356,0.03706666666666667,0.09082105263157896,0.6572097104416497
1831,1831,¡ngel Montoro,ESP,Granada,La Liga,1988,24,MF,0.0033750000000000004,0.013365000000000002,0.06448628091969054,0.024716666666666668,0.05367894736842104,0.38900263234863997
1835,1835,Jan Mor·vek,CZE,Augsburg,Bundesliga,1989,17,MF,0.012,0.0486,0.03804016563146999,0.0,0.0,0.13746709564200058
1841,1841,Tete Morente,ESP,Elche,La Liga,1996,32,MFFW,0.0646196244964442,0.027540000000000002,0.04945672877846791,0.011133333333333334,0.13036315789473685,0.47704007019596373
1843,1843,Ilaix Moriba,GUI,Valencia,La Liga,2003,14,MF,0.0,0.00792,0.0121,0.00825,0.0,0.23895875987130738
1844,1844,Manu Morlanes,ESP,Espanyol,La Liga,1999,27,MF,0.04473838185890258,0.00567,0.07673984417565653,0.11550234741784039,0.11789473684210526,0.3343082772740567
1854,1854,Aimen Moueffek,FRA,Saint-…tienne,Ligue 1,2001,14,MF,0.04421052631578947,0.00756,0.07719423558897243,0.00315,0.0,0.1260602515355367
1859,1859,Mason Mount,ENG,Chelsea,Premier League,1999,32,MFFW,0.06257712765957446,0.020835,0.06958032036613272,0.06341784037558687,0.3208736842105263,0.6908452763966072
1862,1862,Jo„o Moutinho,POR,Wolves,Premier League,1986,35,MF,0.01431578947368421,0.015300000000000001,0.08280462024626783,0.007683333333333334,0.045110526315789476,0.8683825680023399
1863,1863,Samuel Moutoussamy,COD,Nantes,Ligue 1,1996,30,MF,0.018765957446808507,0.065075,0.066306570774763,0.006599999999999999,0.0018,0.44106463878326996
1864,1864,Toni Moya,ESP,AlavÈs,La Liga,1998,28,MF,0.019014557670772675,0.033209999999999996,0.039054865424430645,0.02427676056338028,0.0018,0.4050892073705762
1869,1869,Thomas M¸ller,GER,Bayern Munich,Bundesliga,1989,32,MF,0.01930137178051512,0.029925,0.12219472049689442,0.06835,0.22521578947368417,0.7478794969289266
1872,1872,Iker Muniain,ESP,Athletic Club,La Liga,1992,35,MF,0.13068221811782843,0.033885,0.06955446224256294,0.04703004694835681,0.10538947368421053,0.8142731792921908
1880,1880,Yunus Musah,USA,Valencia,La Liga,2002,29,MFFW,0.0750615901455767,0.048420000000000005,0.01995,0.048766666666666666,0.051578947368421044,0.3679438432290143
1882,1882,Jamal Musiala,GER,Bayern Munich,Bundesliga,2003,30,MFFW,0.1638753072235715,0.01602,0.06441745668519124,0.0571,0.23772105263157897,0.42819537876572095
1886,1886,Enock Mwepu,ZAM,Brighton,Premier League,1998,18,MFFW,0.009574468085106383,0.00567,0.04601345755693582,0.05106666666666666,0.14343157894736844,0.2910207663059374
1890,1890,KÈvin N'Doram,FRA,Metz,Ligue 1,1996,19,MF,0.01748684210526316,0.00585,0.04665031055900622,0.028697887323943662,0.0,0.36092424685580576
1895,1895,Marvelous Nakamba,ZIM,Aston Villa,Premier League,1994,16,MF,0.009813829787234041,0.0,0.039141821946169775,0.0,0.0,0.26411231354197134
1906,1906,Loum Ndiaye,SEN,AlavÈs,La Liga,1996,32,MF,0.012765957446808508,0.00774,0.018356521739130438,0.027049999999999998,0.05894736842105263,0.6759286341035391
1909,1909,Tanguy Ndombele,FRA,Lyon,Ligue 1,1996,11,MF,0.02736842105263158,0.025245000000000004,0.09276616541353386,0.0,0.0078000000000000005,0.20473822755191576
1920,1920,Florian Neuhaus,GER,M'Gladbach,Bundesliga,1997,29,MF,0.030671892497200447,0.016739999999999998,0.08718297373869457,0.055501173708920194,0.13036315789473685,0.6200643463000878
1922,1922,R˙ben Neves,POR,Wolves,Premier League,1997,33,MF,0.013762597984322507,0.015479999999999999,0.09948117031709709,0.013433333333333335,0.10525789473684209,0.7780052646972799
1924,1924,Yvan Neyou,CMR,Saint-…tienne,Ligue 1,1997,16,MF,0.009355263157894736,0.01782,0.07869341288002615,0.00435,0.0,0.27347177537291606
1935,1935,HÂvard Nielsen,NOR,Greuther F¸rth,Bundesliga,1993,26,MFFW,0.08239641657334827,0.016065,0.023960526315789474,0.03358333333333333,0.09578947368421054,0.39953202690845274
1946,1946,Mark Noble,ENG,West Ham,Premier League,1987,11,MF,0.0033750000000000004,0.013365000000000002,0.10836686280919691,0.0,0.19894736842105265,0.09681193331383445
1948,1948,Nolito,ESP,Celta Vigo,La Liga,1986,32,MF,0.015257978723404253,0.015750000000000004,0.06454849079219788,0.013233333333333333,0.09578947368421054,0.40450424100614213
1951,1951,Mathias Normann,NOR,Norwich City,Premier League,1996,23,MF,0.056842105263157895,0.01602,0.056042546583850925,0.020583333333333335,0.04014210526315789,0.480842351564785
1966,1966,Christian N¯rgaard,DEN,Brentford,Premier League,1994,35,MF,0.035760680109364326,0.0,0.08324734662743817,0.04086666666666667,0.06991578947368422,0.8929511553085698
1978,1978,Masaya Okugawa,JPN,Arminia,Bundesliga,1996,33,MFFW,0.03493966965285555,0.014805000000000002,0.02165,0.10736784037558687,0.20751578947368418,0.739982451009067
1985,1985,SÈrgio Oliveira,POR,Roma,Serie A,1992,14,MF,0.014690196841232675,0.028000000000000004,0.0728526424757546,0.050692253521126766,0.014736842105263158,0.26060251535536705
1987,1987,Dani Olmo,ESP,RB Leipzig,Bundesliga,1998,19,MF,0.11408734602463606,0.05602000000000001,0.06298515854854528,0.04666666666666667,0.27606315789473684,0.2170225212050307
1992,1992,Amadou Onana,BEL,Lille,Ligue 1,2001,32,MF,0.03293365061590146,0.010170000000000002,0.07798847662634849,0.056581220657277,0.051578947368421044,0.39719216145071656
1993,1993,Jean Onana,CMR,Bordeaux,Ligue 1,2000,23,MF,0.037543229446924856,0.028000000000000004,0.1285570938215103,0.05066666666666667,0.11352631578947368,0.5355367066393683
1997,1997,Frank Onyeka,NGA,Brentford,Premier League,1998,20,MF,0.029697368421052635,0.00387,0.0103,0.00825,0.0,0.3053524422345715
2006,2006,Patrick Osterhage,GER,Bochum,Bundesliga,2000,13,MF,0.011250000000000003,0.031450000000000006,0.0135,0.00225,0.0045,0.17490494296577946
2008,2008,Ot·vio,BRA,Bordeaux,Ligue 1,1994,16,MF,0.022717105263157893,0.007065,0.08491927100359593,0.0068000000000000005,0.0,0.3351857268207078
2010,2010,Dango Ouattara,BFA,Lorient,Ligue 1,2002,25,MFFW,0.011702127659574468,0.0,0.06289473684210527,0.03328333333333334,0.08765263157894736,0.23720386077800526
2011,2011,Remi Oudin,FRA,Bordeaux,Ligue 1,1996,33,MFFW,0.059279675251959686,0.0225,0.03268466819221968,0.039983333333333336,0.16253684210526315,0.5077508043287511
2013,2013,Azzedine Ounahi,MAR,Angers,Ligue 1,2000,32,MF,0.12356699291749683,0.01485,0.09689797319385421,0.028833333333333336,0.08285263157894736,0.47733255337818076
2014,2014,Adam Ounas,ALG,Napoli,Serie A,1996,15,MFFW,0.12207446808510639,0.03744,0.08918198757763975,0.008400000000000001,0.0,0.09505703422053231
2017,2017,Alex Oxlade-Chamberlain,ENG,Liverpool,Premier League,1993,17,MFFW,0.04842105263157895,0.020610000000000003,0.06747529693799717,0.008433333333333334,0.1727736842105263,0.22930681485814564
2020,2020,Salih ÷zcan,TUR,Kˆln,Bundesliga,1998,31,MF,0.01954605263157895,0.0,0.08448898332788493,0.04166784037558686,0.05894736842105263,0.6759286341035391
2021,2021,Levin ÷ztunal˝,GER,Union Berlin,Bundesliga,1996,18,MF,0.01702127659574468,0.014040000000000004,0.014099999999999998,0.00465,0.0,0.16700789704591984
2026,2026,Gavi Paez,ESP,Barcelona,La Liga,2004,34,MFFW,0.07116883116883116,0.011610000000000002,0.08235269695979078,0.025449999999999997,0.06464736842105263,0.6770985668324072
2028,2028,Vincent Pajot,FRA,Metz,Ligue 1,1990,30,MF,0.020515957446808508,0.006299999999999999,0.06331954342377684,0.026133333333333335,0.029473684210526315,0.675636150921322
2029,2029,Exequiel Palacios,ARG,Leverkusen,Bundesliga,1998,23,MF,0.025092105263157895,0.013229999999999999,0.10425530129672006,0.07828333333333333,0.12269473684210526,0.32056156770985667
2040,2040,Miloö Pantovi?,SRB,Bochum,Bundesliga,1996,28,MFFW,0.013007978723404255,0.023760000000000003,0.0034999999999999996,0.05791666666666667,0.1822421052631579,0.4480842351564785
2043,2043,Lucas Paquet·,BRA,Lyon,Ligue 1,1997,35,MFFW,0.11703247480403135,0.011115000000000002,0.12045787294322763,0.04152112676056339,0.02810526315789474,0.7891196256215268
2046,2046,Leandro Paredes,ARG,Paris S-G,Ligue 1,1994,15,MF,0.07139003759398498,0.019485000000000002,0.14982446878064726,0.08756572769953051,0.08765263157894736,0.24480842351564783
2047,2047,Daniel Parejo,ESP,Villarreal,La Liga,1989,33,MF,0.03731662933930571,0.00963,0.09340448948458102,0.02255,0.06147894736842104,0.7905820415326119
2050,2050,Thomas Partey,GHA,Arsenal,Premier League,1993,24,MF,0.06546472564389698,0.0072000000000000015,0.08855678326250409,0.04035117370892019,0.06751578947368422,0.5928634103539047
2051,2051,Mario Paöali?,CRO,Atalanta,Serie A,1995,37,MFFW,0.05561730123180291,0.026370000000000005,0.06381519014928626,0.10710000000000003,0.4428368421052631,0.5852588476162621
2053,2053,Javier Pastore,ARG,Elche,La Liga,1989,13,MFFW,0.07195968645016797,0.031814999999999996,0.07209870327993897,0.0051,0.0,0.1532611874817198
2064,2064,Pedri,ESP,Barcelona,La Liga,2002,12,MF,0.003169092945128779,0.05177,0.08573618829682902,0.09850446009389673,0.23142105263157897,0.2585551330798479
2073,2073,Lorenzo Pellegrini,ITA,Roma,Serie A,1996,28,MFFW,0.10666293393057111,0.024120000000000003,0.05894603901056991,0.09480469483568077,0.2614947368421052,0.6692015209125476
2075,2075,Facundo Pellistri,URU,AlavÈs,La Liga,2001,21,MFFW,0.03162374020156775,0.030600000000000006,0.018600000000000002,0.004050000000000001,0.0,0.1962562152676221
2082,2082,Alberto Perea,ESP,C·diz,La Liga,1990,18,MF,0.0,0.00945,0.0645163996948894,0.007649999999999999,0.0036,0.22696694940040946
2086,2086,Danilo Pereira,POR,Paris S-G,Ligue 1,1991,27,MF,0.013421052631578948,0.01566,0.10007230031600742,0.09271666666666668,0.16210526315789472,0.595788242176075
2090,2090,Dor Peretz,ISR,Venezia,Serie A,1995,18,MF,0.00775,0.023129999999999998,0.043808799171842654,0.0,0.0045,0.17081017841474114
2091,2091,Roberto Pereyra,ARG,Udinese,Serie A,1991,24,MFFW,0.05759151263070636,0.015300000000000001,0.05902201155061567,0.050188967136150245,0.11802631578947367,0.5244223457151215
2092,2092,Ayoze PÈrez,ESP,Leicester City,Premier League,1993,14,MFFW,0.0884434490481523,0.00369,0.04665892993352948,0.06400000000000002,0.3204052631578947,0.12986253290435798
2093,2093,Carles PÈrez,ESP,Roma,Serie A,1998,19,MFFW,0.17088465845464726,0.01962,0.05488754494932985,0.029533333333333335,0.12269473684210526,0.16174319976601345
2108,2108,Matteo Pessina,ITA,Atalanta,Serie A,1997,27,MFFW,0.03284434490481523,0.011790000000000002,0.08323567614688895,0.022783333333333336,0.04601052631578948,0.4202983328458613
2113,2113,Njegoö Petrovi?,SRB,Granada,La Liga,1999,15,MF,0.010730263157894736,0.030169999999999995,0.03884627329192547,0.010521126760563382,0.0030000000000000005,0.26820707809300964
2119,2119,Maximilian Philipp,GER,Wolfsburg,Bundesliga,1994,22,MFFW,0.14254781053213306,0.013455000000000002,0.015552173913043478,0.024683333333333335,0.07741578947368422,0.28136882129277563
2121,2121,Kalvin Phillips,ENG,Leeds United,Premier League,1995,20,MF,0.007000000000000001,0.0,0.08417203334423014,0.00375,0.0018,0.4665106756361509
2135,2135,Tom·s Pina Isla,ESP,AlavÈs,La Liga,1987,29,MF,0.024087765957446806,0.00396,0.03704461697722568,0.0009,0.0,0.4220532319391635
2139,2139,Yeremi Pino,ESP,Villarreal,La Liga,2002,31,MFFW,0.17103343465045592,0.03582,0.02322631578947368,0.10742230046948359,0.24238947368421052,0.49049429657794674
2143,2143,Marko Pjaca,CRO,Torino,Serie A,1995,24,MFFW,0.09061590145576708,0.032805,0.053980767135229375,0.06176666666666667,0.1694736842105263,0.33577069318514186
2146,2146,Tommaso Pobega,ITA,Torino,Serie A,1999,33,MF,0.010755319148936172,0.01548,0.08393139370164543,0.06283568075117371,0.12029473684210526,0.6548698449839134
2149,2149,Paul Pogba,FRA,Manchester Utd,Premier League,1993,20,MFFW,0.0642889137737962,0.02853,0.08609655660891359,0.01935,0.06957894736842105,0.3942673296285463
2156,2156,Pere Pons,ESP,AlavÈs,La Liga,1993,27,MF,0.03428457446808511,0.016065,0.017150000000000002,0.0239,0.051578947368421044,0.3992395437262357
2169,2169,Sanjin Prci?,BIH,Strasbourg,Ligue 1,1993,32,MF,0.013046052631578948,0.013319999999999999,0.0908047346627438,0.01761666666666667,0.029473684210526315,0.6390757531441943
2172,2172,Manuel Prietl,AUT,Arminia,Bundesliga,1991,26,MF,0.05271052631578947,0.010665,0.016249999999999997,0.00335,0.0012,0.6206493126645218
2174,2174,Grischa Prˆmel,GER,Union Berlin,Bundesliga,1995,29,MF,0.023242861142217245,0.030060000000000003,0.04370610766045549,0.09636784037558686,0.02330526315789474,0.7081017841474115
2179,2179,Antonio Puertas,ESP,Granada,La Liga,1992,33,MFFW,0.03681621849594974,0.02826,0.03538095238095238,0.06920000000000001,0.17804210526315792,0.6610119918104709
2180,2180,Riqui Puig,ESP,Barcelona,La Liga,1999,15,MF,0.11402597402597403,0.026820000000000004,0.13310168355671786,0.1157680751173709,0.13999999999999999,0.14214682655747293
2183,2183,Christian Pulisic,USA,Chelsea,Premier League,1998,22,MFFW,0.007446808510638297,0.030555000000000006,0.03983295194508009,0.08435000000000001,0.31367368421052627,0.37701082187774204
2193,2193,Adrien Rabiot,FRA,Juventus,Serie A,1995,32,MF,0.02526315789473684,0.013140000000000002,0.07468636264574481,0.0058000000000000005,0.0024,0.6680315881836795
2194,2194,Uroö Ra?i?,SRB,Valencia,La Liga,1998,28,MF,0.02498684210526316,0.029700000000000004,0.046910973084886134,0.0024500000000000004,0.0,0.35244223457151214
2195,2195,Nemanja Radoja,SRB,Levante,La Liga,1993,19,MF,0.014821808510638298,0.019260000000000003,0.04300683229813665,0.0,0.0,0.3547821000292483
2202,2202,Rafinha,BRA,Real Sociedad,La Liga,1993,17,MFFW,0.018085106382978722,0.0,0.09418367658276125,0.027683333333333334,0.06631578947368422,0.3068148581456566
2208,2208,Ivan Rakiti?,CRO,Sevilla,La Liga,1988,35,MF,0.00888031914893617,0.02763,0.09609214340198322,0.027767840375586855,0.13276315789473686,0.6379058204153262
2217,2217,Jacob Ramsey,ENG,Aston Villa,Premier League,2001,34,MF,0.042979703247480405,0.03411,0.07283389451890596,0.08148450704225353,0.16330526315789473,0.7212635273471776
2224,2224,Giacomo Raspadori,ITA,Sassuolo,Serie A,2000,36,MFFW,0.0485640115763296,0.053325000000000004,0.04983065271875341,0.061566666666666665,0.2470578947368421,0.8011114360924247
2232,2232,Nathan Redmond,ENG,Southampton,Premier League,1994,27,MFFW,0.018062709966405376,0.022590000000000002,0.03842587991718427,0.023933333333333334,0.04434210526315789,0.5358291898215853
2242,2242,Marco Reus,GER,Dortmund,Bundesliga,1989,29,MFFW,0.04521487471095534,0.029789999999999997,0.0637441320693037,0.07465000000000001,0.24988947368421052,0.7317929219069904
2243,2243,Elvis RexhbeÁaj,GER,Bochum,Bundesliga,1997,32,MF,0.008875,0.024210000000000002,0.025928947368421055,0.00515,0.0,0.7431997660134543
2246,2246,Nico Ribaudo,ESP,Espanyol,La Liga,2001,31,MFFW,0.03793952967525196,0.020745000000000003,0.05090711561512477,0.009733333333333333,0.11789473684210526,0.3261187481719801
2248,2248,Franck RibÈry,FRA,Salernitana,Serie A,1983,23,MFFW,0.047581187010078387,0.0351,0.05955672877846791,0.00315,0.0039000000000000003,0.415326118748172
2249,2249,Samuele Ricci,ITA,Empoli,Serie A,2001,21,MF,0.008875,0.0068400000000000015,0.08110318731611638,0.04423333333333334,0.04601052631578948,0.4472067856098274
2250,2250,Samuele Ricci,ITA,Torino,Serie A,2001,12,MF,0.021704787234042552,0.02826,0.0764477879481312,0.05032464788732395,0.0,0.21088037437847323
2251,2251,Declan Rice,ENG,West Ham,Premier League,1999,36,MF,0.019014557670772675,0.018945,0.10326572954124442,0.017983333333333334,0.02540526315789474,0.9295115530856976
2264,2264,Tom·s RincÛn,VEN,Sampdoria,Serie A,1988,17,MF,0.009625000000000002,0.009000000000000001,0.07060341070066471,0.0012,0.0,0.34074290728283124
2274,2274,Tyler Roberts,WAL,Leeds United,Premier League,1999,23,MFFW,0.04814473684210527,0.034515000000000004,0.0027,0.013600000000000001,0.06901578947368421,0.2883884176659842
2277,2277,RubÈn Rochina,ESP,Granada,La Liga,1991,15,MFFW,0.02526315789473684,0.0,0.07437282336275472,0.03233333333333333,0.09922105263157896,0.2170225212050307
2281,2281,Sebastian Rode,GER,Eint Frankfurt,Bundesliga,1990,17,MF,0.003,0.00972,0.07306353928299007,0.06266666666666668,0.08842105263157896,0.22170225212050307
2283,2283,Rodri,ESP,Manchester City,Premier League,1996,33,MF,0.019698068309070546,0.02169,0.1301578947368421,0.06313333333333333,0.16390526315789472,0.843229014331676
2284,2284,Rodrigo,ESP,Leeds United,Premier League,1991,31,MFFW,0.04030152084757348,0.028935000000000002,0.053397188623733244,0.014183333333333336,0.17804210526315792,0.662181924539339
