,Id,Name,Nation,Team,League,Born,Mac,Pos,Blok,Baskı,Pas,Gole_katkı,Dakika
1313,1313,James Justin,ENG,Leicester City,Premier League,1998,13,DF,0.009000000000000001,0.06,0.1036966960880462,0.0,0.29160573267037143
1317,1317,Ozan Kabak,TUR,Norwich City,Premier League,2000,11,DF,0.008624999999999999,0.0721,0.06659355780756238,0.0,0.2693770108218777
1318,1318,Christian Kabasele,BEL,Watford,Premier League,1991,16,DF,0.0,0.09763000000000001,0.048292173913043475,0.0,0.3486399532026908
1319,1319,Issa KaborÈ,BFA,Troyes,Ligue 1,2001,31,DF,0.0024,0.06140000000000001,0.07631118230358505,0.0012,0.6589646095349517
1321,1321,Pavel Kade?·bek,CZE,Hoffenheim,Bundesliga,1992,19,DF,0.007600000000000001,0.07842,0.085562451781628,0.06344736842105263,0.34922491956712487
1333,1333,Pierre Kalulu,FRA,Milan,Serie A,2000,28,DF,0.0148,0.09228000000000001,0.09675788166067344,0.03954210526315789,0.5682948230476748
1335,1335,Boubacar Kamara,FRA,Marseille,Ligue 1,1999,34,MFDF,0.02015,0.07044,0.12846378119211072,0.02210526315789474,0.8122257970166715
1336,1336,Hassane Kamara,CIV,Nice,Ligue 1,1994,11,MFDF,0.0066,0.09240000000000001,0.10099641495041954,0.0,0.1588183679438432
1337,1337,Hassane Kamara,CIV,Watford,Premier League,1994,19,DF,0.005600000000000001,0.072,0.07291527950310558,0.04421052631578948,0.4744077215560105
1347,1347,Rick Karsdorp,NED,Roma,Serie A,1995,36,DF,0.026225000000000005,0.06756,0.09464107442519343,0.0018,0.842936531149459
1356,1356,Michael Keane,ENG,Everton,Premier League,1993,32,DF,0.007625,0.06972000000000002,0.05139238095238095,0.00916842105263158,0.8163205615677099
1358,1358,Wajdi Kechrida,TUN,Salernitana,Serie A,1995,17,DFMF,0.0038000000000000004,0.08444,0.05091855072463768,0.0026999999999999997,0.2781515062883884
1359,1359,Thilo Kehrer,GER,Paris S-G,Ligue 1,1996,27,DF,0.022324999999999998,0.060579999999999995,0.11790062111801242,0.08842105263157896,0.442234571512138
1364,1364,Marc-Oliver Kempf,GER,Hertha BSC,Bundesliga,1995,12,DF,0.012,0.05148,0.05273060041407868,0.0026999999999999997,0.30710734132787365
1365,1365,Marc-Oliver Kempf,GER,Stuttgart,Bundesliga,1995,12,DF,0.009375000000000001,0.06,0.10876463332243654,0.23578947368421052,0.24539338988008189
1367,1367,Jonjoe Kenny,ENG,Everton,Premier League,1997,15,DF,0.0036,0.0712,0.07289072463768116,0.0026999999999999997,0.2974553963147119
1375,1375,Luca Kilian,GER,Kˆln,Bundesliga,1999,30,DF,0.0134,0.07958000000000001,0.0871930129672006,0.029473684210526315,0.6668616554548114
1376,1376,Max Kilman,ENG,Wolves,Premier League,1997,30,DF,0.013999999999999999,0.07272,0.08454975700119866,0.02210526315789474,0.7856098274349225
1378,1378,Presnel Kimpembe,FRA,Paris S-G,Ligue 1,1995,30,DF,0.030050000000000004,0.10729999999999999,0.13569246376811595,0.02210526315789474,0.753144194208833
1382,1382,Simon KjÊr,DEN,Milan,Serie A,1989,11,DF,0.0,0.05688,0.09130041189931351,0.0,0.23427902895583502
1389,1389,Lukas Klostermann,GER,RB Leipzig,Bundesliga,1996,23,DF,0.0032,0.09998000000000001,0.0998830402092187,0.0015000000000000002,0.4817198011114361
1392,1392,Ansgar Knauff,GER,Eint Frankfurt,Bundesliga,2002,12,DF,0.014275,0.06396,0.05853739130434783,0.09202105263157896,0.22170225212050307
1394,1394,Robin Knoche,GER,Union Berlin,Bundesliga,1992,33,DF,0.018799999999999997,0.07293999999999999,0.08681815626021577,0.0,0.8683825680023399
1396,1396,Robin Koch,GER,Leeds United,Premier League,1996,20,MFDF,0.038023728813559324,0.052,0.055960993788819885,0.0,0.4600760456273764
1404,1404,Sead Kolaöinac,BIH,Marseille,Ligue 1,1993,14,DF,0.02255,0.07705999999999999,0.08398100686498855,0.006000000000000001,0.1284001169932729
1408,1408,TimothÈe Kolodziejczak,FRA,Saint-…tienne,Ligue 1,1991,30,DF,0.005600000000000001,0.06398000000000001,0.10062951509207801,0.05487894736842104,0.7499268792044458
1409,1409,Ghislain Konan,CIV,Reims,Ligue 1,1995,28,DF,0.006,0.08778,0.08257976898768661,0.032773684210526316,0.7069318514185434
1410,1410,Ibrahima KonatÈ,FRA,Liverpool,Premier League,1999,11,DF,0.06196059322033899,0.09412000000000001,0.11963583306091316,0.0,0.28926586721263525
1411,1411,Geoffrey Kondogbia,CTA,AtlÈtico Madrid,La Liga,1993,28,MFDF,0.0183,0.06504000000000001,0.08020020485997603,0.039842105263157894,0.5501608657502194
1414,1414,Youssouf KonÈ,MLI,Troyes,Ligue 1,1995,21,DF,0.005600000000000001,0.06,0.06255821946169773,0.0026999999999999997,0.286341035390465
1415,1415,Ezri Konsa,ENG,Aston Villa,Premier League,1997,29,DF,0.025500000000000005,0.09387000000000001,0.05056877846790891,0.051578947368421044,0.7241883591693478
1417,1417,Laurent Koscielny,FRA,Bordeaux,Ligue 1,1985,11,DF,0.012,0.0805,0.09257999346191566,0.0030000000000000005,0.27259432582626497
1418,1418,Odilon Kossonou,CIV,Leverkusen,Bundesliga,2001,27,DF,0.017,0.06996,0.09699556935817806,0.0015000000000000002,0.5241298625329044
1419,1419,Filip Kosti?,SRB,Eint Frankfurt,Bundesliga,1992,31,DFFW,0.0008,0.012460000000000002,0.09392776724419746,0.11275789473684208,0.7373501023691138
1421,1421,Nianzou Kouassi,FRA,Bayern Munich,Bundesliga,2002,17,DF,0.0062,0.13158,0.14597741745668522,0.11502631578947368,0.16993272886809008
1422,1422,Kalidou Koulibaly,SEN,Napoli,Serie A,1991,27,DF,0.010750000000000003,0.06695999999999999,0.1065141593113218,0.08225263157894737,0.7031295700497222
1423,1423,Jules KoundÈ,FRA,Sevilla,La Liga,1998,32,DF,0.0213,0.11416,0.12388336711343577,0.05247894736842104,0.7999415033635566
1425,1425,Boubakar KouyatÈ,MLI,Metz,Ligue 1,1997,30,DF,0.0,0.076,0.04835619047619048,0.02210526315789474,0.779175197426148
1429,1429,Emil Krafth,SWE,Newcastle Utd,Premier League,1994,20,DF,0.011000000000000001,0.06456,0.05736037267080746,0.0015000000000000002,0.4776250365603978
1441,1441,Lukas K¸bler,GER,Freiburg,Bundesliga,1992,29,DF,0.02394915254237288,0.06852,0.07191706004140787,0.05894736842105263,0.6803158818367944
1447,1447,Marash Kumbulla,ALB,Roma,Serie A,2000,17,DF,0.021625,0.0546,0.09011430750790018,0.0,0.29950277859023106
1449,1449,Enock Kwateng,FRA,Bordeaux,Ligue 1,1997,29,DF,0.024786440677966096,0.039959999999999996,0.09840586030293125,0.03684210526315789,0.5852588476162621
1451,1451,Giorgos Kyriakopoulos,GRE,Sassuolo,Serie A,1996,29,DFFW,0.0074,0.09418,0.10837208891794706,0.006900000000000001,0.5773618016964025
1456,1456,Tom Lacoux,FRA,Bordeaux,Ligue 1,2002,13,DFMF,0.006,0.05328,0.05176853002070393,0.0,0.2649897630886224
1458,1458,Maxence Lacroix,FRA,Wolfsburg,Bundesliga,2000,29,DF,0.0108,0.09268,0.09561176419309142,0.0,0.7282831237203861
1460,1460,VÌctor Laguardia,ESP,AlavÈs,La Liga,1989,34,DF,0.02691186440677966,0.09936000000000003,0.05249432712215321,0.06811578947368421,0.8894413571219655
1462,1462,Stefan Lainer,AUT,M'Gladbach,Bundesliga,1992,21,DF,0.0062,0.06648000000000001,0.08671864225781846,0.04781052631578948,0.42995027785902307
1465,1465,Vassilis Lambropoulos,GRE,Bochum,Bundesliga,1990,13,DF,0.04929830508474577,0.057120000000000004,0.0260295652173913,0.0,0.34132787364726525
1470,1470,Tariq Lamptey,ENG,Brighton,Premier League,2000,30,DFFW,0.004600000000000001,0.07674,0.07562012204424104,0.0036,0.4562737642585551
1472,1472,Aymeric Laporte,ESP,Manchester City,Premier League,1994,33,DF,0.023525,0.10739,0.15710117249645855,0.09578947368421054,0.8268499561275227
1473,1473,Julien Laporte,FRA,Lorient,Ligue 1,1993,33,DF,0.025275,0.04608,0.07882558134466602,0.04421052631578948,0.8452763966071951
1474,1474,Yasser Larouci,ALG,Troyes,Ligue 1,2001,12,DF,0.0,0.11796000000000002,0.06976082815734991,0.0,0.09944428195378764
1476,1476,Jamaal Lascelles,ENG,Newcastle Utd,Premier League,1993,26,DF,0.026824152542372883,0.08112,0.01469623188405797,0.029473684210526315,0.6016379058204153
1480,1480,Toni Lato,ESP,Valencia,La Liga,1997,11,DFMF,0.003,0.09718,0.06555395445134576,0.0045,0.17227259432582626
1482,1482,Darko Lazovi?,SRB,Hellas Verona,Serie A,1990,34,DF,0.015911864406779663,0.06684000000000001,0.08641476299444263,0.02900526315789474,0.8087159988300673
1483,1483,Manuel Lazzari,ITA,Lazio,Serie A,1993,31,DF,0.0022,0.08806000000000001,0.09909763103410701,0.12269473684210526,0.4866920152091255
1487,1487,Vincent Le Goff,FRA,Lorient,Ligue 1,1989,34,DF,0.0012,0.072,0.10206129454069957,0.02300526315789474,0.8947060544018719
1488,1488,Maxime Le Marchand,FRA,Strasbourg,Ligue 1,1989,12,DF,0.02635,0.08139999999999999,0.10477354691075516,0.010368421052631579,0.25124305352442233
1489,1489,Robin Le Normand,FRA,Real Sociedad,La Liga,1996,37,DF,0.021525,0.1135,0.09054806145799281,0.02300526315789474,0.973676513600468
1496,1496,Maxim Leitsch,GER,Bochum,Bundesliga,1998,19,DF,0.0,0.09215999999999999,0.07599187534052523,0.04421052631578948,0.4495466510675636
1498,1498,Florian Lejeune,FRA,AlavÈs,La Liga,1991,30,DF,0.03893686440677967,0.09770000000000001,0.05717291925465838,0.0,0.7891196256215268
1499,1499,IÒigo Lekue,ESP,Athletic Club,La Liga,1993,25,DF,0.0313864406779661,0.0717,0.10067974501471069,0.0026999999999999997,0.5627376425855514
1506,1506,ClÈment Lenglet,FRA,Barcelona,La Liga,1995,21,DF,0.01885,0.09180000000000002,0.1922104500381388,0.0033,0.24129862532904356
1509,1509,Christopher Lenz,GER,Eint Frankfurt,Bundesliga,1994,15,DF,0.0108,0.05328,0.11016927318295738,0.004200000000000001,0.19391634980988592
1518,1518,Dimitri LiÈnard,FRA,Strasbourg,Ligue 1,1988,33,DFMF,0.0,0.07656,0.09185097962297048,0.07021578947368422,0.597543141269377
1519,1519,Philipp Lienhart,AUT,Freiburg,Bundesliga,1996,32,DF,0.024,0.08847,0.08923948567069848,0.11789473684210526,0.8391342497806377
1520,1520,Matthijs de Ligt,NED,Juventus,Serie A,1999,31,DF,0.026325000000000005,0.11466000000000001,0.0942287087283426,0.00826842105263158,0.7818075460661013
1524,1524,Victor Lindelˆf,SWE,Manchester Utd,Premier League,1994,28,DF,0.0257,0.09165,0.08231774218154081,0.0024,0.6885054109388711
1528,1528,Pol Lirola,ESP,Marseille,Ligue 1,1997,34,DFMF,0.0,0.06742,0.091057631034107,0.039842105263157894,0.5174027493419129
1529,1529,Valentino Livramento,ENG,Southampton,Premier League,2002,28,DF,0.0082,0.06672,0.07368774327122153,0.030673684210526315,0.6437554840596666
1532,1532,Diego Llorente,ESP,Leeds United,Premier League,1993,28,DF,0.0146,0.09032000000000001,0.08396012640296392,0.08842105263157896,0.6841181632056157
1533,1533,Marcos Llorente,ESP,AtlÈtico Madrid,La Liga,1995,29,DFMF,0.0066,0.07088,0.09111015364498201,0.0021000000000000003,0.7154138637028371
1542,1542,Banzouzi Locko,FRA,Reims,Ligue 1,2002,24,DFMF,0.014199999999999999,0.06958,0.0672984679089027,0.06901578947368421,0.29540801403919276
1543,1543,Renan Lodi,BRA,AtlÈtico Madrid,La Liga,1998,29,DF,0.0062,0.06824000000000001,0.08783429007300862,0.11502631578947368,0.34513015501608657
1544,1544,Ruben Loftus-Cheek,ENG,Chelsea,Premier League,1996,24,MFDF,0.019925000000000005,0.0196,0.0973682641386074,0.0039000000000000003,0.40742907282831237
1550,1550,David LÛpez,ESP,Espanyol,La Liga,1989,18,MFDF,0.029699999999999997,0.07056,0.08617781845919145,0.0,0.2170225212050307
1561,1561,Jordan Lotomba,SUI,Nice,Ligue 1,1998,30,DF,0.004000000000000001,0.08858000000000002,0.09632375286041191,0.0,0.5209125475285171
1565,1565,Matteo Lovato,ITA,Cagliari,Serie A,2000,16,DF,0.0144,0.0,0.060780372670807464,0.0,0.36180169640245685
1567,1567,Matthew Lowton,ENG,Burnley,Premier League,1989,25,DF,0.0132,0.05484,0.06539440993788821,0.039842105263157894,0.5179877157063469
1571,1571,Anderson Lucoqui,ANG,Mainz 05,Bundesliga,1997,13,DF,0.0048,0.07288,0.04577446224256292,0.08842105263157896,0.2170225212050307
1572,1572,JosÈ Luis Gay‡,ESP,Valencia,La Liga,1995,24,DF,0.0028000000000000004,0.0646,0.059473540372670816,0.01306842105263158,0.5469435507458321
1574,1574,JosÈ Luis Palomino,ARG,Atalanta,Serie A,1990,34,DF,0.0148,0.09016,0.08799597036068432,0.02210526315789474,0.7812225797016672
1579,1579,Castello Lukeba,FRA,Lyon,Ligue 1,2002,24,DF,0.020975,0.08887999999999999,0.12295956848643348,0.06631578947368422,0.6124597835624452
1586,1586,Sebastiano Luperto,ITA,Empoli,Serie A,1996,24,DF,0.0309364406779661,0.09844,0.07562676255857034,0.0015000000000000002,0.5723895875987131
1588,1588,Lyanco,BRA,Southampton,Premier League,1997,15,DF,0.0,0.04284000000000001,0.06488109839816934,0.0,0.2661596958174905
1589,1589,Charalambos Lykogiannis,GRE,Cagliari,Serie A,1993,28,DF,0.009000000000000001,0.0854,0.043255942028985514,0.03684210526315789,0.531149458906113
1592,1592,Deiver Machado,COL,Lens,Ligue 1,1993,22,DF,0.0034000000000000002,0.09,0.07997860084995095,0.0051,0.15267622111728574
1594,1594,Yvann Macon,FRA,Saint-…tienne,Ligue 1,1998,22,DF,0.0058,0.05892,0.0989601198648796,0.0,0.4469143024276104
1597,1597,Pablo Maffeo,ESP,Mallorca,La Liga,1997,35,DF,0.009200000000000002,0.06767999999999999,0.05107855072463768,0.025705263157894738,0.8610704884469144
1603,1603,Giangiacomo Magnani,ITA,Hellas Verona,Serie A,1995,14,DF,0.020825000000000003,0.05604,0.05167345755693582,0.0,0.15472360339280491
1605,1605,Yohann Magnin,FRA,Clermont Foot,Ligue 1,1997,24,MFDF,0.009399999999999999,0.045720000000000004,0.08554083905415714,0.03684210526315789,0.5019011406844107
1606,1606,Harry Maguire,ENG,Manchester Utd,Premier League,1993,30,DF,0.00625,0.10697999999999999,0.08994080854309687,0.029473684210526315,0.7353027200935947
1619,1619,Nikola Maksimovi?,SRB,Genoa,Serie A,1991,14,DF,0.0194,0.07518,0.06707689223057645,0.0,0.3258262649897631
1625,1625,Hugo Mallo,ESP,Celta Vigo,La Liga,1991,21,DF,0.0098,0.05148,0.10430213359485671,0.03834210526315789,0.5337818075460662
1631,1631,Vincent Manceau,FRA,Angers,Ligue 1,1989,28,DF,0.0054,0.0234,0.11173900839054156,0.0,0.6902603100321731
1632,1632,Gianluca Mancini,ITA,Roma,Serie A,1996,33,DF,0.03356186440677966,0.072,0.10029855726272202,0.0,0.8414741152383738
1635,1635,Reinildo Mandava,MOZ,Lille,Ligue 1,1994,18,DF,0.0048,0.06792000000000001,0.08825590062111802,0.04421052631578948,0.4454518865165253
1636,1636,Reinildo Mandava,MOZ,AtlÈtico Madrid,La Liga,1994,17,DF,0.011200000000000002,0.06852,0.06399511387163562,0.0,0.3793506873354782
1637,1637,AÔssa Mandi,ALG,Villarreal,La Liga,1991,17,DF,0.03197457627118644,0.06561000000000002,0.13724773455377573,0.051578947368421044,0.4018718923661889
1641,1641,Eliaquim Mangala,FRA,Saint-…tienne,Ligue 1,1991,14,DF,0.022699999999999998,0.06186,0.07286982674076496,0.05894736842105263,0.3445451886516525
1644,1644,Ricardo Mangas,POR,Bordeaux,Ligue 1,1998,29,DF,0.003,0.07388,0.05885706004140787,0.08225263157894737,0.687920444574437
1646,1646,Javier Manquillo,ESP,Newcastle Utd,Premier League,1994,19,DF,0.0386,0.06336,0.034703798627002284,0.055778947368421046,0.3673588768645803
1651,1651,Nikola Maraö,SRB,Rayo Vallecano,La Liga,1995,16,DF,0.0,0.09181999999999998,0.06510790018524572,0.0,0.3050599590523545
1652,1652,Fernando MarÁal,BRA,Wolves,Premier League,1989,18,DF,0.0062,0.0768,0.09007341179034543,0.0,0.4235156478502486
1653,1653,Marcelo,BRA,Real Madrid,La Liga,1988,11,DF,0.0082,0.07752000000000002,0.14971651302168465,0.0123,0.12898508335770692
1654,1654,Marcelo,BRA,Bordeaux,Ligue 1,1987,11,DF,0.027000000000000003,0.0929,0.12242171515745885,0.0,0.26235741444866917
1656,1656,Solly March,ENG,Brighton,Premier League,1994,31,DFFW,0.004200000000000001,0.05578,0.06285973193854201,0.0030000000000000005,0.5103831529687043
1657,1657,Riccardo Marchizza,ITA,Empoli,Serie A,1998,19,DF,0.009399999999999999,0.07604000000000001,0.06563577639751553,0.0021000000000000003,0.3933898800818953
1658,1658,Gian Marco Ferrari,ITA,Sassuolo,Serie A,1992,36,DF,0.049848728813559326,0.08370999999999999,0.11118598016781084,0.02210526315789474,0.9134249780637613
1660,1660,”scar de Marcos,ESP,Athletic Club,La Liga,1989,22,DF,0.0032,0.07092000000000001,0.10911965348152991,0.04014210526315789,0.49078677976016377
1663,1663,Pablo MarÌ,ESP,Udinese,Serie A,1993,15,DF,0.018799999999999997,0.09444000000000001,0.05285308488612836,0.09578947368421054,0.39192746417081015
1665,1665,JosÈ MarÌa GimÈnez,URU,AtlÈtico Madrid,La Liga,1995,24,DF,0.040724152542372875,0.09223999999999999,0.05335238095238094,0.030673684210526315,0.596958174904943
1668,1668,Guillermo Marip·n,CHI,Monaco,Ligue 1,1994,26,DF,0.0426114406779661,0.0558,0.10936237986270024,0.0,0.5355367066393683
1672,1672,Marquinhos,BRA,Paris S-G,Ligue 1,1994,32,DF,0.024800000000000003,0.08453999999999999,0.12848049689440993,0.11789473684210526,0.8365019011406845
1677,1677,AarÛn MartÌn,ESP,Mainz 05,Bundesliga,1997,28,DF,0.0032,0.05184000000000001,0.05930306418219462,0.030673684210526315,0.6700789704591986
1684,1684,Lucas MartÌnez Quarta,ARG,Fiorentina,Serie A,1996,20,DF,0.011399999999999999,0.06348000000000001,0.1225548305546475,0.04421052631578948,0.4182509505703422
1686,1686,IÒigo MartÌnez,ESP,Athletic Club,La Liga,1991,27,DF,0.021200000000000004,0.09182,0.06709966873706004,0.08842105263157896,0.6844106463878328
1692,1692,Adam Maruöi?,MNE,Lazio,Serie A,1992,33,DF,0.006,0.06561,0.10119899531437292,0.02210526315789474,0.7955542556303012
1695,1695,Adam Masina,MAR,Watford,Premier League,1994,15,DF,0.01,0.06284000000000001,0.070975983436853,0.0024,0.31471190406551625
1696,1696,Erhan Maöovi?,SRB,Bochum,Bundesliga,1998,20,DF,0.025423728813559324,0.072,0.046196853002070395,0.0,0.45364141561860194
1697,1697,Roberto Massimo,GER,Stuttgart,Bundesliga,2000,19,DFFW,0.0,0.06903999999999999,0.014967246376811596,0.15473684210526314,0.2562152676221117
1698,1698,Arthur Masuaku,COD,West Ham,Premier League,1993,13,DFFW,0.0028000000000000004,0.06264,0.09007999128255423,0.10735789473684208,0.1898215852588476
1706,1706,JoÎl Matip,CMR,Liverpool,Premier League,1991,31,DF,0.032211864406779665,0.09238000000000002,0.1232817957938324,0.010368421052631579,0.8157355952032759
1711,1711,Konstantinos Mavropanos,GRE,Stuttgart,Bundesliga,1997,31,DF,0.012711864406779662,0.06672,0.10321162689332025,0.09578947368421054,0.7908745247148289
1717,1717,Pasquale Mazzocchi,ITA,Salernitana,Serie A,1995,15,DF,0.0,0.0,0.03982782608695652,0.004200000000000001,0.37086867505118454
1718,1718,Pasquale Mazzocchi,ITA,Venezia,Serie A,1995,18,DF,0.0116,0.0463,0.06087097308488613,0.0,0.36326411231354194
1719,1719,Kevin Mbabu,SUI,Wolfsburg,Bundesliga,1995,24,DF,0.034,0.05004,0.09244439359267734,0.0,0.4065516232816613
1722,1722,Amadou Mbengue,SEN,Metz,Ligue 1,2002,12,DFMF,0.0088,0.037919999999999995,0.07617524899204534,0.0,0.1781222579701667
1739,1739,Gary Medel,CHI,Bologna,Serie A,1987,33,DF,0.025575,0.08410000000000001,0.08832240819439904,0.0009,0.8253875402164376
1740,1740,Facundo Medina,ARG,Lens,Ligue 1,1999,31,DF,0.03526101694915254,0.0696,0.13604999891031927,0.02210526315789474,0.7581164083065224
1741,1741,Nathan de Medina,BEL,Arminia,Bundesliga,1997,19,DF,0.006999999999999999,0.072,0.03495304347826087,0.0,0.22638198303597543
1742,1742,Ben Mee,ENG,Burnley,Premier League,1989,21,DF,0.029811440677966095,0.08752000000000001,0.05174902691511388,0.11052631578947368,0.5375840889148874
1749,1749,Birger Meling,NOR,Rennes,Ligue 1,1994,31,DF,0.0289864406779661,0.08539999999999999,0.10046141658494062,0.006000000000000001,0.5346592570927172
1751,1751,Houboulang Mendes,FRA,Lorient,Ligue 1,1998,36,DF,0.012199999999999999,0.08104,0.06741432276343032,0.0009,0.9415033635565955
1752,1752,Nuno Mendes,POR,Paris S-G,Ligue 1,2002,27,DF,0.0054,0.06,0.1052235349242672,0.0015000000000000002,0.4846446329336063
1754,1754,Thiago Mendes,BRA,Lyon,Ligue 1,1992,29,MFDF,0.017925000000000003,0.054240000000000003,0.1591560989430097,0.00886842105263158,0.544603685288096
1758,1758,Arial Mendy,SEN,Clermont Foot,Ligue 1,1994,18,DFFW,0.015975000000000003,0.08686,0.0750183480440231,0.0,0.2313541971336648
1759,1759,Batista Mendy,FRA,Angers,Ligue 1,2000,34,MFDF,0.0038000000000000004,0.059399999999999994,0.07886928407976462,0.030673684210526315,0.7054694355074583
1762,1762,Ferland Mendy,FRA,Real Madrid,La Liga,1995,22,DF,0.0020000000000000005,0.08248,0.11753135883186228,0.00886842105263158,0.5068733547821
1764,1764,Gideon Mensah,GHA,Bordeaux,Ligue 1,1998,23,DF,0.03266101694915254,0.045,0.09426586466165414,0.0045,0.3530272009359462
1769,1769,Quentin Merlin,FRA,Nantes,Ligue 1,2002,28,DF,0.023986440677966098,0.05892,0.10381105590062112,0.07051578947368421,0.5630301257677683
1776,1776,Thomas Meunier,BEL,Dortmund,Bundesliga,1991,17,DF,0.013850000000000003,0.07390000000000001,0.13094462460499073,0.10358947368421054,0.40976893828604855
1777,1777,Mexer,MOZ,Bordeaux,Ligue 1,1988,16,DF,0.022449999999999998,0.08508,0.08234682793941377,0.051578947368421044,0.3585843813980696
1778,1778,Marco Meyerhˆfer,GER,Greuther F¸rth,Bundesliga,1995,26,DF,0.017400000000000002,0.09188,0.06799420289855074,0.029473684210526315,0.6665691722725944
1779,1779,Matt Miazga,USA,AlavÈs,La Liga,1995,11,DF,0.0,0.10778,0.031399420289855075,0.0,0.24334600760456274
1789,1789,Nikola Milenkovi?,SRB,Fiorentina,Serie A,1997,34,DF,0.0204,0.10878,0.1036025498528931,0.02210526315789474,0.8555133079847909
1793,1793,…der Milit„o,BRA,Real Madrid,La Liga,1998,34,DF,0.02345,0.06480000000000001,0.1242260237550398,0.02390526315789474,0.8862240421175783
1798,1798,James Milner,ENG,Liverpool,Premier League,1986,24,MFDF,0.0126,0.05148,0.1497274686716792,0.0033,0.24919567124890318
1800,1800,Yerry Mina,COL,Everton,Premier League,1994,13,DF,0.05723516949152543,0.07716,0.047055320910973086,0.0,0.247148288973384
1802,1802,Tyrone Mings,ENG,Aston Villa,Premier League,1993,36,DF,0.05249830508474576,0.09204000000000001,0.07711401329410485,0.02450526315789474,0.9324363849078678
1803,1803,”scar Mingueza,ESP,Barcelona,La Liga,1999,19,DF,0.0020000000000000005,0.06924000000000001,0.13270517380407543,0.0030000000000000005,0.2611874817198011
1805,1805,Jorge MiramÛn,ESP,Levante,La Liga,1989,29,DF,0.025786440677966097,0.042,0.0662286542443064,0.03684210526315789,0.5779467680608366
1807,1807,Juan Miranda,ESP,Betis,La Liga,2000,13,DF,0.011399999999999999,0.042,0.10274516290726818,0.006900000000000001,0.2287218484937116
1809,1809,Tyrick Mitchell,ENG,Crystal Palace,Premier League,1999,36,DF,0.0034000000000000002,0.07944000000000001,0.09302463114307508,0.0018,0.9066978648727698
1810,1810,Stefan Mitrovi?,SRB,Getafe,La Liga,1990,32,DF,0.020274999999999998,0.09305000000000001,0.014657971014492756,0.02210526315789474,0.7797601637905821
1811,1811,Maximilian Mittelst‰dt,GER,Hertha BSC,Bundesliga,1997,24,DFFW,0.006,0.0528,0.07884683011877519,0.009,0.4363849078677976
1820,1820,Johan Mojica,COL,Elche,La Liga,1992,33,DF,0.0018,0.14254000000000003,0.10728320802005012,0.04901052631578948,0.8347470020473823
1823,1823,Nahuel Molina,ARG,Udinese,Serie A,1997,35,DF,0.0028000000000000004,0.07808000000000001,0.07225931785986706,0.1789421052631579,0.7712781515062884
1829,1829,Gonzalo Montiel,ARG,Sevilla,La Liga,1997,18,DF,0.0034000000000000002,0.07812,0.10391576114198539,0.06404736842105263,0.311494589061129
1838,1838,Alberto Moreno,ESP,Villarreal,La Liga,1992,24,MFDF,0.003,0.05552,0.07651471940721369,0.16660526315789473,0.3574144486692015
1839,1839,¡lex Moreno,ESP,Betis,La Liga,1993,30,DF,0.0052,0.06480000000000001,0.09002896589299336,0.14329999999999998,0.7028370868675051
1856,1856,Harold Moukoudi,CMR,Saint-…tienne,Ligue 1,1997,24,DF,0.016200000000000003,0.04968,0.08413471068976791,0.0,0.48552208248025736
1866,1866,Nordi Mukiele,FRA,RB Leipzig,Bundesliga,1997,28,DF,0.0048,0.05832000000000001,0.09796774327122154,0.04134210526315789,0.5384615384615385
1867,1867,Mert M¸ld¸r,TUR,Sassuolo,Serie A,1999,31,DF,0.0062,0.06936,0.09914198103955542,0.0,0.5981281076338111
1871,1871,Marshall Munetsi,ZIM,Reims,Ligue 1,1996,24,MFDF,0.011399999999999999,0.048600000000000004,0.043163975155279505,0.1783421052631579,0.5510383152968704
1873,1873,Aihen MuÒoz,ESP,Real Sociedad,La Liga,1997,20,DF,0.0014000000000000002,0.08372000000000002,0.08936337147215867,0.0,0.3922199473530272
1875,1875,Jeison Murillo,COL,Celta Vigo,La Liga,1992,19,DF,0.027325000000000002,0.09536,0.09136305546474884,0.0,0.32641123135419714
1879,1879,Nicola Murru,ITA,Sampdoria,Serie A,1994,22,DF,0.0074,0.08004000000000001,0.07139175983436855,0.06631578947368422,0.2872184849371161
1884,1884,Shkodran Mustafi,GER,Levante,La Liga,1992,11,DF,0.020725,0.10361999999999999,0.08011735861392612,0.10315789473684209,0.19216145071658378
1887,1887,Vitaliy Mykolenko,UKR,Everton,Premier League,1999,13,DF,0.0034000000000000002,0.05544,0.06186198757763975,0.06631578947368422,0.3082772740567417
1888,1888,Joakim MÊhle,DEN,Atalanta,Serie A,1997,26,DF,0.005,0.07546000000000001,0.0944481769641495,0.04601052631578948,0.42995027785902307
1889,1889,Obite N'Dicka,FRA,Eint Frankfurt,Bundesliga,1999,32,DF,0.03922372881355932,0.07284,0.1011765152010461,0.09968947368421054,0.8353319684118163
1892,1892,Vital N'Simba,COD,Clermont Foot,Ligue 1,1993,34,DF,0.004600000000000001,0.07452,0.11151162035523592,0.025105263157894738,0.8154431120210588
1893,1893,Nacho,ESP,Real Madrid,La Liga,1990,28,DF,0.023400000000000004,0.06672000000000002,0.10307785550833606,0.12526315789473685,0.45451886516525297
1894,1894,Mickael Nade,FRA,Saint-…tienne,Ligue 1,1999,30,DF,0.028149152542372883,0.07716,0.05535908902691512,0.029473684210526315,0.7493419128400117
1896,1896,Nahitan N·ndez,URU,Cagliari,Serie A,1995,21,MFDF,0.0012,0.06168,0.06574176092404926,0.0036,0.44515940333430826
