,Id,Name,Nation,Team,League,Born,Mac,Pos,Dripling,Press,Pas,Şut,Gole_katkı,Dakika
1036,1036,Hugo Guillam�n,ESP,Valencia,La Liga,2000,17,MF,0.014617528118203427,0.1312443296243679,0.2454385894744427,0.005594405594405594,0.05592792792792793,0.5505074915418076
1037,1037,Bruno Guimar�es,BRA,Newcastle Utd,Premier League,1997,17,MF,0.1005015646008946,0.216515758060416,0.3118231779893438,0.09237762237762238,0.10111711711711713,0.6747220879652005
1038,1038,Sehrou Guirassy,GUI,Rennes,Ligue 1,1996,1,MF,0.0,0.0012096774193548388,0.3520006623744698,0.23286713286713287,0.0,0.010633156114064766
1043,1043,Gerard Gumbau,ESP,Elche,La Liga,1994,18,MF,0.01649842386282268,0.13819957799335525,0.2797944022949777,0.014685314685314685,0.018918918918918916,0.6089898501691638
1045,1045,�lkay G�ndo�an,GER,Manchester City,Premier League,1990,18,MF,0.04912158370537066,0.14348150693682088,0.4010768548528068,0.0902146202146202,0.06861261261261262,0.6046399226679555
1050,1050,Ra�l Guti,ESP,Elche,La Liga,1996,15,MF,0.035430238223987554,0.15756283776275257,0.10412485031432495,0.040074340074340076,0.0,0.3682938617689705
1058,1058,Nicolas Haas,SUI,Empoli,Serie A,1996,15,MF,0.029148917317586506,0.16769262095073043,0.14925407054702605,0.07904428904428905,0.028000000000000004,0.4059932334461092
1059,1059,Janik Haberer,GER,Union Berlin,Bundesliga,1994,18,MF,0.037365554846123444,0.10402920397803125,0.14878396989068293,0.15284214284214284,0.1463063063063063,0.6051232479458676
1061,1061,Munir El Haddadi,MAR,Getafe,La Liga,1995,12,MFFW,0.10922938164854737,0.08317369263574705,0.21363347825035148,0.05694638694638694,0.028000000000000004,0.15079748670855486
1064,1064,Amadou Haidara,MLI,RB Leipzig,Bundesliga,1998,18,MF,0.01457527352627092,0.19365527959763074,0.31224151004016054,0.0655059955059955,0.04061261261261262,0.2977283711938134
1074,1074,Genki Haraguchi,JPN,Stuttgart,Bundesliga,1991,2,MF,0.002917152858809801,0.011801096898208605,0.10763687599786716,0.0,0.0,0.08651522474625423
1075,1075,Genki Haraguchi,JPN,Union Berlin,Bundesliga,1991,11,MF,0.05845600740396064,0.18918227678857974,0.1620653700817211,0.0233982233982234,0.0,0.2402126631222813
1076,1076,Amine Harit,MAR,Marseille,Ligue 1,1997,10,MFFW,0.24633487428370818,0.08666578787033552,0.3970453573026208,0.03706293706293706,0.0,0.24842919284678588
1077,1077,Luke Harris,WAL,Fulham,Premier League,2005,3,MFFW,0.0,0.00967741935483871,0.04509521825723729,0.0,0.0,0.005799903334944417
1079,1079,Abdou Harroui,NED,Sassuolo,Serie A,1998,13,MF,0.058427665334934625,0.11237961201024994,0.17238839113717308,0.10030303030303031,0.028000000000000004,0.14209763170613823
1089,1089,Gauthier Hein,FRA,Auxerre,Ligue 1,1996,19,MFFW,0.05900518458273891,0.1659862328761919,0.25623293246404233,0.052605262605262604,0.028000000000000004,0.42049299178347027
1092,1092,Jordan Henderson,ENG,Liverpool,Premier League,1990,17,MF,0.038826907478070605,0.15844223277951183,0.3971009264892451,0.02088032088032088,0.0,0.44369260512324793
1093,1093,Liam Henderson,SCO,Empoli,Serie A,1996,15,MF,0.028617105475584513,0.15026834903994082,0.2760670417635607,0.04487074487074487,0.011711711711711712,0.33156114064765585
1099,1099,Matheus Henrique,BRA,Sassuolo,Serie A,1997,13,MF,0.09981362187497216,0.09324142712575649,0.25384696708147525,0.09971922971922972,0.028000000000000004,0.33156114064765585
1109,1109,Ander Herrera,ESP,Athletic Club,La Liga,1989,8,MF,0.049623101192825134,0.2011129406629718,0.32738221379282273,0.03769713769713769,0.026126126126126126,0.14789753504108266
1111,1111,Yangel Herrera,VEN,Girona,La Liga,1998,16,MFFW,0.06684185152927392,0.15822341438443646,0.24331317118515008,0.1089088389088389,0.07672072072072073,0.37457709038182696
1113,1113,Son Heung-min,KOR,Tottenham,Premier League,1992,21,MFFW,0.06567836058692927,0.07925272762805684,0.19661272582242242,0.05137319137319138,0.12641441441441442,0.8347027549540841
1118,1118,Morten Hjulmand,DEN,Lecce,Serie A,1999,20,MF,0.017033037069066514,0.23089143094200001,0.23415856023109433,0.0064995064995065,0.018918918918918916,0.8279362010633156
1120,1120,Joseph Hodge,IRL,Wolves,Premier League,2002,5,MF,0.006184364060676779,0.23320930068935425,0.2339676174164828,0.0,0.0,0.08119864668922185
1121,1121,Nicolas H�fler,GER,Freiburg,Bundesliga,1990,19,MF,0.029724518840229096,0.2191186499806277,0.15394583873914142,0.022933072933072937,0.0045045045045045045,0.7979700338327694
1130,1130,Martin Hongla,CMR,Hellas Verona,Serie A,1998,9,MF,0.1012368356491418,0.1522341155281134,0.13515227916316302,0.033986433986433986,0.0,0.25229579507008215
1138,1138,Ajdin Hrustic,AUS,Hellas Verona,Serie A,1996,6,MF,0.01576619054125887,0.034970482013285675,0.11177452620745446,0.0,0.0,0.10874818753020783
1141,1141,Will Hughes,ENG,Crystal Palace,Premier League,1995,16,MF,0.02468429777666356,0.1885791519851754,0.19039023970661711,0.033566433566433566,0.0,0.18124697921701305
1144,1144,Denis Huseinbasic,GER,K�ln,Bundesliga,2001,12,MFFW,0.04989794887074355,0.216511905213029,0.1815694922270785,0.1378737478737479,0.10021621621621622,0.24842919284678588
1147,1147,Pierre H�jbjerg,DEN,Tottenham,Premier League,1995,22,MF,0.056142078717545785,0.19326646247833257,0.3823999912356953,0.08444969444969445,0.12461261261261262,0.9473175447075882
1150,1150,Pablo Ib��ez,ESP,Osasuna,La Liga,1998,8,MF,0.053657026230043696,0.21874285338622998,0.24951759963322706,0.06643356643356643,0.0,0.08893185113581441
1152,1152,Arijon Ibrahimovi?,GER,Bayern Munich,Bundesliga,2005,1,MF,0.0011248593925759281,0.00567833763837766,0.014949062713933793,0.006993006993006994,0.0,0.006283228612856452
1159,1159,Ivan Ili?,SRB,Hellas Verona,Serie A,2001,11,MF,0.07679843962254056,0.15898269885651228,0.1906815242449592,0.014685314685314685,0.00990990990990991,0.41082648622522955
1160,1160,Rare� Ilie,ROU,Nice,Ligue 1,2003,4,MFFW,0.20329529105608624,0.17186017425129668,0.17657015164242984,0.03783783783783784,0.0,0.07104881585306912
1162,1162,Emirhan �lkhan,TUR,Torino,Serie A,2004,4,MF,0.0009000007094621325,0.005926246363855696,0.014925003908974863,0.0,0.0,0.041565973900434997
1163,1163,Asier Illarramendi,ESP,Real Sociedad,La Liga,1990,12,MF,0.026284701858080756,0.3163324155971255,0.19324808635822166,0.08109557109557111,0.028000000000000004,0.24262928951184148
1168,1168,Bonke Innocent,NGA,Lorient,Ligue 1,1996,19,MF,0.02735766115911929,0.2447223593817643,0.15253944812118864,0.0006006006006006006,0.0009009009009009008,0.44127597873368773
1171,1171,Isco,ESP,Sevilla,La Liga,1992,12,MFFW,0.11881669975552407,0.14794416776280503,0.30176293805343074,0.007692307692307692,0.01981981981981982,0.38569357177380376
1177,1177,Andreas Ivan,ROU,Schalke 04,Bundesliga,1995,1,MF,0.00044994375703037124,0.0022353339459302607,0.007338319509753947,0.0,0.0,0.02174963750604157
1178,1178,Alex Iwobi,NGA,Everton,Premier League,1996,21,MF,0.08369958064061292,0.1651028397615126,0.23008248290459402,0.036452886452886454,0.04962162162162163,0.9043015949734171
1181,1181,Lee Jae-sung,KOR,Mainz 05,Bundesliga,1992,20,MF,0.07329118554704506,0.18126825841768318,0.25027762329364767,0.16025935025935026,0.17520720720720723,0.5393910101498308
1183,1183,Mato Jajalo,BIH,Udinese,Serie A,1988,3,MF,0.09532787274830083,0.02385863519852977,0.23458600340570063,0.0,0.0,0.02996616723054616
1202,1202,Mathias Jensen,DEN,Brentford,Premier League,1996,22,MF,0.06583079546565217,0.23151085287154355,0.244490464938116,0.10373548373548373,0.10381981981981983,0.8090865152247463
1207,1207,Joaqu�n,ESP,Betis,La Liga,1981,8,MFFW,0.08705687491721852,0.08927331784755442,0.2474418553385418,0.054595854595854594,0.03783783783783783,0.10198163363943935
1208,1208,Joelinton,BRA,Newcastle Utd,Premier League,1996,20,MFFW,0.1502107711983591,0.2269506473737419,0.24226459298710437,0.07387135387135386,0.060504504504504515,0.8163363943934268
1209,1209,?�rir J�hann Helgason,ISL,Lecce,Serie A,2000,7,MF,0.006884480746791132,0.09376219396469067,0.133258048413859,0.0,0.0,0.07394876752054133
1213,1213,Curtis Jones,ENG,Liverpool,Premier League,2001,6,MFFW,0.14309290505128586,0.12185330017554434,0.36563034709648135,0.06239526239526239,0.0,0.09086515224746254
1214,1214,Frenkie de Jong,NED,Barcelona,La Liga,1997,18,MF,0.12442419201186997,0.1818718223635664,0.4868390845984391,0.09686994686994686,0.06230630630630631,0.6317061382310295
1215,1215,Joan Jord�n,ESP,Sevilla,La Liga,1994,17,MF,0.027900021993326113,0.17119762781170528,0.36687014983045385,0.016083916083916086,0.0072072072072072065,0.5659739004349927
1217,1217,Jorginho,ITA,Arsenal,Premier League,1991,1,MF,0.011041415056054072,0.01943820122569398,0.11601719762189638,0.0,0.0,0.014983083615273078
1218,1218,Jorginho,ITA,Chelsea,Premier League,1991,18,MF,0.01686030486829289,0.27155158556665643,0.33625791708824354,0.004895104895104895,0.05600000000000001,0.6176897051715804
1232,1232,Hamed Junior Traor�,CIV,Sassuolo,Serie A,2000,11,MFFW,0.08902384081299987,0.134853434635505,0.2871303710849659,0.042657342657342646,0.04054054054054054,0.28516191396810053
1241,1241,Tino Kadewere,ZIM,Mallorca,La Liga,1996,5,MFFW,0.0004667444574095682,0.0819731903532297,0.05475022114051537,0.0013986013986013986,0.0,0.06283228612856452
1243,1243,Florian Kainz,AUT,K�ln,Bundesliga,1992,18,MFFW,0.12215632053001783,0.09557558080022906,0.3174033415511224,0.0778172578172578,0.17063063063063064,0.6317061382310295
1248,1248,Yayah Kallon,SLE,Hellas Verona,Serie A,2001,16,MFFW,0.13667906846172362,0.12293916325551789,0.2151167668120601,0.033403263403263404,0.04061261261261262,0.3006283228612856
1249,1249,Felix Kalu Nmecha,GER,Wolfsburg,Bundesliga,2000,16,MF,0.06073951374830604,0.15728459804049413,0.19362494110638698,0.10633423633423633,0.08392792792792794,0.41662638956017395
1252,1252,Daichi Kamada,JPN,Eint Frankfurt,Bundesliga,1996,17,MFFW,0.07428139058608335,0.19547345160278443,0.3162424427703233,0.14252042252042255,0.1987027027027027,0.5790236829386176
1255,1255,Boubacar Kamara,FRA,Aston Villa,Premier League,1999,15,MF,0.023965641818245544,0.2425616522848405,0.19645520462965763,0.005594405594405594,0.0072072072072072065,0.5770903818269695
1258,1258,Kevin Kampl,SVN,RB Leipzig,Bundesliga,1990,16,MF,0.02809346966358052,0.2200271002660495,0.32847612377771207,0.0072072072072072065,0.010810810810810811,0.35089415176413724
1259,1259,Nordine Kandil,FRA,Strasbourg,Ligue 1,2001,4,MFFW,0.0022499451759546364,0.008743240015976088,0.01753967474230482,0.004697704697704697,0.0,0.022232962783953602
1262,1262,Lee Kangin,KOR,Mallorca,La Liga,2001,20,MFFW,0.045259453096827,0.13101853322169688,0.23339447508079672,0.061335601335601335,0.07221621621621623,0.736587723537941
1263,1263,N'Golo Kant�,FRA,Chelsea,Premier League,1991,2,MF,0.15975208039887112,0.24560661636101447,0.4065459091205455,0.03706293706293706,0.0,0.08361527307878203
1266,1266,Atakan Karazor,GER,Stuttgart,Bundesliga,1996,17,MF,0.0433573106743026,0.21074616689315934,0.25421082301374115,0.0,0.0,0.4490091831802803
1279,1279,Naby Ke�ta,GUI,Liverpool,Premier League,1995,6,MF,0.05827609299513594,0.07818643706101498,0.369280785717419,0.044444444444444446,0.0,0.11889801836636056
1280,1280,Yannik Keitel,GER,Freiburg,Bundesliga,2000,14,MF,0.06370961190744748,0.15127968493191976,0.19391005115435378,0.0,0.03783783783783783,0.20927984533591107
1285,1285,Franck Kessi�,CIV,Barcelona,La Liga,1996,12,MF,0.05407911029839238,0.16073492027355663,0.19712179058172052,0.031197631197631196,0.021621621621621623,0.17593040115998068
1286,1286,Sa�f-Eddine Khaoui,TUN,Clermont Foot,Ligue 1,1995,22,MFFW,0.09134286490669936,0.15702520511475515,0.178522720648839,0.08929019929019931,0.07311711711711713,0.6848719188013533
1288,1288,Rani Khedira,GER,Union Berlin,Bundesliga,1994,19,MF,0.009117046020268754,0.16260759331279295,0.11927747204828519,0.0,0.0,0.8032866118898018
1293,1293,Joshua Kimmich,GER,Bayern Munich,Bundesliga,1995,19,MF,0.028627168675584333,0.1977501529619418,0.5782689783065901,0.09942711942711943,0.10381981981981983,0.7723537941034316
1297,1297,Mateusz Klich,POL,Leeds United,Premier League,1990,14,MFFW,0.07651551588493466,0.29937787927105663,0.22457975489314122,0.022377622377622378,0.0,0.1348477525374577
1304,1304,Dominik Kohr,GER,Mainz 05,Bundesliga,1994,17,MF,0.021873471278982298,0.2244738870655141,0.24786559551373205,0.0687912387912388,0.05600000000000001,0.681005316578057
1305,1305,Koke,ESP,Atl�tico Madrid,La Liga,1992,16,MF,0.026999342111455635,0.14864904401278875,0.3310433043946382,0.004804804804804805,0.014414414414414413,0.541324311261479
1311,1311,Geoffrey Kondogbia,CTA,Atl�tico Madrid,La Liga,1993,16,MF,0.025274604258033587,0.2679580196017736,0.2585761020719034,0.005405405405405406,0.017117117117117116,0.4644755920734654
1313,1313,Kouadio Kon�,FRA,M'Gladbach,Bundesliga,2001,18,MF,0.1405188251875574,0.19792973087662372,0.2666266734143585,0.06657384657384657,0.03340540540540541,0.7535041082648622
1316,1316,Teun Koopmeiners,NED,Atalanta,Serie A,1998,21,MF,0.06968372759749064,0.1665804653467466,0.3317011103748516,0.11358659358659358,0.18151351351351352,0.8864185596906718
1321,1321,Rominigue Kouam�,MLI,Troyes,Ligue 1,1996,20,MF,0.11609886166690186,0.13072202000454208,0.28017600258359504,0.014191814191814192,0.0045045045045045045,0.8216529724504591
1327,1327,Mateo Kova?i?,CRO,Chelsea,Premier League,1994,15,MF,0.051676850723730794,0.20224211582035562,0.45210824894031115,0.01921921921921922,0.00990990990990991,0.403093281778637
1328,1328,Viktor Kovalenko,UKR,Spezia,Serie A,1996,10,MF,0.012841882481674763,0.13779050528518744,0.18440929594982947,0.0,0.0,0.18801353310778154
1331,1331,Alex Kr�l,CZE,Schalke 04,Bundesliga,1998,15,MF,0.04917543456891342,0.1745013259097881,0.14964883948225483,0.015204015204015204,0.0,0.5297245045915902
1332,1332,Andrej Kramari?,CRO,Hoffenheim,Bundesliga,1991,19,MFFW,0.08545589156569228,0.027681477368100678,0.2584043021843163,0.15268695268695268,0.14180180180180182,0.6592556790720154
1333,1333,Christoph Kramer,GER,M'Gladbach,Bundesliga,1991,18,MF,0.08078513075726179,0.16016505830903785,0.24217675850310902,0.0036036036036036032,0.0,0.7061382310294828
1334,1334,Tom Krau�,GER,Schalke 04,Bundesliga,2001,20,MF,0.047806054133564736,0.33676227807252335,0.12809847040895012,0.049576429576429576,0.028000000000000004,0.7902368293861769
1337,1337,Toni Kroos,GER,Real Madrid,La Liga,1990,17,MF,0.04562701868657985,0.2312583602601265,0.43606541228982426,0.07497343497343496,0.06951351351351352,0.5886901884968584
1338,1338,Rade Kruni?,BIH,Milan,Serie A,1993,11,MFFW,0.0030586872124359525,0.12818715949924517,0.08940057962097178,0.024105924105924107,0.011711711711711712,0.34799420009666504
1339,1339,Max Kruse,GER,Wolfsburg,Bundesliga,1988,5,MFFW,0.06985344201485841,0.060152459735891714,0.07987653372956367,0.06667296667296668,0.0,0.13098115031416144
1342,1342,Dejan Kulusevski,SWE,Tottenham,Premier League,2000,15,MFFW,0.22649557365853024,0.12008909533213633,0.24289692581361147,0.0368997668997669,0.05960360360360361,0.5466408893185113
1345,1345,Pierre Kunde,CMR,Bochum,Bundesliga,1995,4,MF,0.09727467424009506,0.1781088908210697,0.26116099533835213,0.14146853146853147,0.028000000000000004,0.09424842919284679
1350,1350,Daniel Kyereh,GHA,Freiburg,Bundesliga,1996,12,MFFW,0.059672464498626517,0.10521052838235329,0.1358454687797036,0.11664335664335665,0.05600000000000001,0.2696955050749154
1353,1353,C�sar de la Hoz,ESP,Almer�a,La Liga,1992,11,MF,0.039764309391243,0.16828681194312015,0.17276436498823713,0.09102564102564104,0.028000000000000004,0.4117931367810536
1354,1354,Luca de la Torre,USA,Celta Vigo,La Liga,1998,11,MF,0.06181311354191726,0.20472923649246058,0.25652172600701084,0.018181818181818184,0.04594594594594595,0.16868052199130015
1359,1359,Qazim La�i,ALB,Ajaccio,Ligue 1,1996,9,MF,0.05555513578137511,0.26061790300265414,0.2313183059090554,0.025225225225225224,0.0,0.10198163363943935
1362,1362,A�ssa La�douni,TUN,Union Berlin,Bundesliga,1996,2,MF,0.03329407652346729,0.12760284935593627,0.13030066508630972,0.04984984984984985,0.0,0.05123247945867569
1363,1363,Konrad Laimer,AUT,RB Leipzig,Bundesliga,1997,9,MF,0.015597947002119075,0.21837411608589924,0.23383661724408825,0.026688926688926695,0.0,0.3252779120347994
1366,1366,Adam Lallana,ENG,Brighton,Premier League,1988,16,MFFW,0.03969267468431306,0.08080934887419267,0.24124806948638422,0.1273892773892774,0.06771171171171173,0.34847752537457705
1373,1373,Manuel Lanzini,ARG,West Ham,Premier League,1993,5,MFFW,0.016686114352392065,0.08453733287579189,0.3070576104647812,0.04264264264264264,0.0,0.060415659739004354
1384,1384,Danny Latza,GER,Schalke 04,Bundesliga,1989,12,MF,0.057456473534725314,0.1704199106742785,0.20551279449202248,0.024624624624624624,0.0,0.2126631222812953
1387,1387,Rom�o Lavia,BEL,Southampton,Premier League,2004,13,MF,0.06669705512877279,0.22880156338981278,0.22983313093678415,0.008065268065268066,0.028000000000000004,0.431126147897535
1388,1388,L�zaro,BRA,Almer�a,La Liga,2002,9,MFFW,0.1379978977530772,0.10633276744983404,0.19395372916027398,0.13517482517482518,0.028000000000000004,0.12276462058965684
1396,1396,Enzo Le F�e,FRA,Lorient,Ligue 1,2000,22,MF,0.1642951723891438,0.2266542559989655,0.3930712722874121,0.10752262752262752,0.13272072072072075,0.931367810536491
1401,1401,Paolo Lebas,POR,Ajaccio,Ligue 1,2003,1,MF,0.0737566525744412,0.0024193548387096775,0.11863082585960044,0.0,0.0,0.02609956500724988
1405,1405,Pierre Lees-Melou,FRA,Brest,Ligue 1,1993,17,MF,0.0423830180880037,0.1885525506446852,0.25392922929748557,0.08287994287994288,0.08940540540540541,0.6843885935234413
1410,1410,Thomas Lemar,FRA,Atl�tico Madrid,La Liga,1995,15,MF,0.1263910406897807,0.15465014355659845,0.43253778233843565,0.06155526155526156,0.024324324324324326,0.319478008699855
1411,1411,F�lix Lemar�chal,CIV,Brest,Ligue 1,2003,1,MF,0.0,0.00012096774193548387,0.000490980452386844,0.0,0.0,0.0004833252779120348
1413,1413,Mario Lemina,GAB,Wolves,Premier League,1993,4,MF,0.05275602738173438,0.18464248021338076,0.22620849599160875,0.0,0.0,0.09231512808119866
1420,1420,Johann Lepenant,FRA,Lyon,Ligue 1,2002,17,MF,0.10404666193736468,0.2913814215650903,0.33292963299279377,0.037936747936747936,0.035207207207207214,0.5799903334944417
1424,1424,L�o Leroy,FRA,Montpellier,Ligue 1,2000,16,MF,0.08062807442036624,0.4092030990771473,0.1977265773430094,0.0324975324975325,0.0,0.34219429676172064
1425,1425,Ruan Levine,BRA,Ajaccio,Ligue 1,1999,1,MF,0.011831632794468444,0.011656650903703878,0.010994910077186979,0.006993006993006994,0.0,0.003866602223296279
1435,1435,Jesper Lindstr�m,DEN,Eint Frankfurt,Bundesliga,2000,18,MFFW,0.1720103143037594,0.08452111485446992,0.1382475851936659,0.17814905814905813,0.20951351351351352,0.582890285161914
1436,1436,Karol Linetty,POL,Torino,Serie A,1995,21,MF,0.042832254708927854,0.14003092528977826,0.23791777835515626,0.054483924483924494,0.028000000000000004,0.5988400193330111
1440,1440,Marcin Listkowski,POL,Lecce,Serie A,1998,5,MFFW,0.0778296382730455,0.07465015084706429,0.07743443034260698,0.0,0.0,0.03673272112131465
1441,1441,Dejan Ljubicic,AUT,K�ln,Bundesliga,1997,13,MF,0.06855546830590609,0.17357702654415938,0.17431263919993753,0.12073143073143072,0.084,0.3707104881585307
1447,1447,Giovani Lo Celso,ARG,Villarreal,La Liga,1996,8,MFFW,0.09038724458245138,0.28626378700795607,0.1834586850204288,0.09426153426153427,0.028000000000000004,0.2513291445142581
1448,1448,Stanislav Lobotka,SVK,Napoli,Serie A,1994,21,MF,0.04063455072423093,0.1833168779590646,0.29712098937933107,0.01911022911022911,0.03250450450450451,0.8429192846785887
1449,1449,Manuel Locatelli,ITA,Juventus,Serie A,1998,18,MF,0.0547884233193281,0.2088139800181992,0.252533266599188,0.03927633927633927,0.0,0.6761720637989367
1454,1454,Sean Longstaff,ENG,Newcastle Utd,Premier League,1997,22,MF,0.03438199155360659,0.13480184324586314,0.16450033394129407,0.067004767004767,0.04241441441441442,0.8139197680038666
1457,1457,Rony Lopes,POR,Troyes,Ligue 1,1995,18,MFFW,0.16004232931157455,0.07771944240785134,0.22603452100862761,0.1568161868161868,0.14443243243243245,0.5983566940550991
1460,1460,Maxime Lopez,FRA,Sassuolo,Serie A,1997,14,MF,0.0595930813884222,0.14156503212596086,0.38967747061597313,0.011188811188811189,0.0,0.5408409859835669
1462,1462,Unai L�pez,ESP,Rayo Vallecano,La Liga,1995,19,MF,0.06142377497252491,0.2239919391410659,0.3944170739993822,0.025594405594405595,0.04872072072072073,0.38327694538424356
1463,1463,Dion Lopy,SEN,Reims,Ligue 1,2002,17,MF,0.03662839055654053,0.2390381640596411,0.2244447420936642,0.015015015015015015,0.0,0.3499275012083132
1464,1464,Anthony Losilla,FRA,Bochum,Bundesliga,1986,20,MF,0.02509139451457275,0.21793194643291414,0.11361430401786482,0.0019992019992019993,0.0009009009009009008,0.8554857419043016
1468,1468,Sandi Lovri?,SVN,Udinese,Serie A,1998,20,MF,0.08320372652121914,0.17185179651093713,0.3233059948681415,0.06568554568554569,0.06410810810810812,0.5060415659739004
1469,1469,Jamal Lowe,JAM,Bournemouth,Premier League,1994,2,MFFW,0.0,0.0036290322580645163,0.014469984607360972,0.0,0.0,0.005316578057032383
1472,1472,Pol Lozano,ESP,Espanyol,La Liga,1999,4,MF,0.0,0.003634233593809918,0.011271690364290609,0.0,0.0,0.007733204446592557
1473,1473,Jean Lucas,BRA,Monaco,Ligue 1,1998,6,MF,0.17762912399590508,0.2703687408981819,0.2971477696656119,0.08435288435288435,0.0,0.1401643305944901
1478,1478,Douglas Luiz,BRA,Aston Villa,Premier League,1998,20,MF,0.06491480272925726,0.21535088266620356,0.25893652818447427,0.07017703017703018,0.07852252252252254,0.6926051232479459
1482,1482,Sa�a Luki?,SRB,Fulham,Premier League,1996,1,MF,0.00011668611435239204,0.00036394349295553206,0.001445263328450169,0.0,0.0,0.0
1483,1483,Sa�a Luki?,SRB,Torino,Serie A,1996,16,MF,0.03641077964983711,0.17769314450530535,0.1641397618606951,0.048426258426258424,0.05600000000000001,0.5770903818269695
1489,1489,Youssouf M'Changama,COM,Auxerre,Ligue 1,1990,18,MF,0.10254912602562945,0.1561405072052118,0.2751138600753503,0.00979020979020979,0.0,0.29821169647172546
1490,1490,Awer Mabil,AUS,C�diz,La Liga,1995,5,MFFW,0.10643450115403068,0.08089717836035401,0.1334570658166651,0.03916083916083916,0.0,0.07926534557757371
1491,1491,Alexis Mac Allister,ARG,Brighton,Premier League,1998,18,MF,0.039835084114001676,0.23455045555218768,0.30175074435659616,0.08035406035406036,0.14,0.7472208796520058
1494,1494,James Maddison,ENG,Leicester City,Premier League,1996,16,MFFW,0.10787143217255891,0.1534630393647984,0.347472757406158,0.0934051534051534,0.28353153153153154,0.6147897535041082
1498,1498,Soungoutou Magassa,MLI,Monaco,Ligue 1,2003,1,MF,0.0281214848143982,0.18783569438322506,0.10121577853926036,0.0,0.0,0.03528274528757854
1499,1499,Giulio Maggiore,ITA,Salernitana,Serie A,1998,10,MF,0.01108426207517526,0.1953745773419474,0.24196507532500502,0.016216216216216217,0.0,0.31512808119864666
1501,1501,Hugo Magnetti,FRA,Brest,Ligue 1,1998,18,MF,0.062489952503849505,0.20012291609665284,0.20384007141898733,0.053719103719103725,0.008108108108108109,0.4610923151280812
1504,1504,Jon Magunacelaya,ESP,Real Sociedad,La Liga,2000,2,MFFW,0.09652912282541341,0.1062434341622971,0.15511025637927836,0.1858858858858859,0.0,0.030932817786370227
1506,1506,Arne Maier,GER,Augsburg,Bundesliga,1999,16,MF,0.0612829197913071,0.13500387456633453,0.1943332879641316,0.04421365421365422,0.028000000000000004,0.44562590623489606
1510,1510,Lovro Majer,CRO,Rennes,Ligue 1,1998,17,MFFW,0.07031384267754137,0.17463524169737848,0.37059282165631524,0.044196644196644194,0.04781981981981982,0.3866602223296278
1511,1511,Jean-Victor Makengo,FRA,Udinese,Serie A,1998,16,MF,0.0864582199080765,0.12588875392903898,0.19304872983020005,0.0,0.00990990990990991,0.38859352344127596
1512,1512,Jean-Victor Makengo,FRA,Lorient,Ligue 1,1998,2,MF,0.09652912282541341,0.1671551515757247,0.3366105038308278,0.04264264264264264,0.0,0.061865635572740454
1514,1514,Nemanja Maksimovi?,SRB,Getafe,La Liga,1995,12,MF,0.011575288794851635,0.15490505289109374,0.10537696332562178,0.009090909090909092,0.0,0.3431609473175447
1516,1516,Lorenzo Malagrida,ITA,Sampdoria,Serie A,2003,1,MF,0.004416566022421629,0.0027089277941674326,0.007813967156975896,0.006993006993006994,0.0,0.004349927501208313
1518,1518,Youssef Maleh,ITA,Fiorentina,Serie A,1998,7,MF,0.031740931522130506,0.10907783209397626,0.271957962512974,0.0,0.0,0.1430642822619623
1519,1519,Youssef Maleh,ITA,Lecce,Serie A,1998,5,MF,0.0012415455069283202,0.008137812984798131,0.03459938653603527,0.0,0.0,0.08506524891251813
1521,1521,Ruslan Malinovskyi,UKR,Atalanta,Serie A,1993,15,MFFW,0.14326345772420912,0.20111346477044545,0.3166233023562766,0.0948077448077448,0.05772972972972973,0.2667955534074432
1522,1522,Ruslan Malinovskyi,UKR,Marseille,Ligue 1,1993,6,MFFW,0.14622723637779714,0.13356311310450247,0.2612053074778917,0.1601841701841702,0.028000000000000004,0.17593040115998068
1524,1524,Mickael Malsa,MTQ,Valladolid,La Liga,1995,5,MF,0.05520707528027036,0.09369695843333292,0.10714998366669788,0.0,0.0,0.03286611889801837
1526,1526,Hianga Mananga Mbock,FRA,Brest,Ligue 1,1999,2,MF,0.0033751441547347346,0.0049834961551482315,0.015178673942778557,0.0,0.0,0.0067665538907684866
1531,1531,Rolando Mandragora,ITA,Fiorentina,Serie A,1997,15,MF,0.028525846802603696,0.20180276225494095,0.3241168600825746,0.061356811356811355,0.028900900900900906,0.4422426292895118
1533,1533,Orel Mangala,BEL,Nott'ham Forest,Premier League,1998,14,MF,0.02708449818713085,0.14831322845595982,0.1662269020916022,0.009090909090909092,0.0,0.33446109231512805
1534,1534,Thomas Mangani,FRA,Ajaccio,Ligue 1,1987,18,MF,0.022742056381523077,0.25108143199772515,0.3954140759022692,0.0006006006006006006,0.028900900900900906,0.4320927984533591
1545,1545,Vincent Marchetti,FRA,Ajaccio,Ligue 1,1997,21,MF,0.13399815380502703,0.18397868580238297,0.13935054954635528,0.036183036183036185,0.0045045045045045045,0.7994200096665055
1548,1548,Emiliano Marcondes,DEN,Bournemouth,Premier League,1995,1,MF,0.0022497187851518562,0.0024193548387096775,0.006647122927600662,0.0,0.0,0.003866602223296279
1550,1550,Jos� Mari,ESP,C�diz,La Liga,1987,12,MF,0.050058381737011846,0.2697295460847214,0.31337895497435586,0.0,0.0,0.1556307394876752
