,Id,Name,Nation,Team,League,Born,Mac,Pos,Dripling,Press,Pas,Şut,Gole_katkı,Dakika
1221,1221,Joselu,ESP,Espanyol,La Liga,1990,19,FW,0.09550585788277732,0.05143841665741429,0.13550265873718306,0.07630378630378631,0.35860660660660665,0.8260028999516674
1222,1222,Diogo Jota,POR,Liverpool,Premier League,1996,4,FWMF,0.15779163414791222,0.33396613454763713,0.25168154303547474,0.06222831222831223,0.027027027027027025,0.09424842919284679
1223,1223,Stevan Joveti?,MNE,Hertha BSC,Bundesliga,1989,8,FWMF,0.0956787884128158,0.03999949522204723,0.23105859040012888,0.06862470862470862,0.05902702702702703,0.1918801353310778
1224,1224,Luka Jovi?,SRB,Fiorentina,Serie A,1997,19,FWMF,0.08167630712316348,0.04865200171470546,0.08770487041332915,0.14164556164556164,0.096,0.4876752054132431
1225,1225,Juanmi,ESP,Betis,La Liga,1993,10,FW,0.14347434881242258,0.12361334719972063,0.12901155785295,0.18645687645687645,0.096,0.264378927017883
1230,1230,Lago Junior,CIV,Mallorca,La Liga,1990,5,FWMF,0.14312065614736186,0.07914481506851173,0.06154410914100135,0.1557109557109557,0.0,0.024649589173513776
1231,1231,Hamed Junior Traor�,CIV,Bournemouth,Premier League,2000,2,FW,0.22766643336884299,0.26759997872279684,0.3321330328734152,0.0,0.0,0.07201546640889318
1233,1233,Vinicius J�nior,BRA,Real Madrid,La Liga,2000,20,FW,0.2868127115124581,0.12435641874587279,0.25205385639916117,0.20919107919107918,0.23300900900900903,0.848235862735621
1239,1239,Abdoul Kader Bamba,FRA,Nantes,Ligue 1,1994,4,FWMF,0.10324331250452717,0.13234915865074082,0.22392227435287052,0.1034965034965035,0.0,0.03721604639922668
1244,1244,Ga�l Kakuta,COD,Lens,Ligue 1,1991,2,FW,0.007888696094660712,0.005544354838709678,0.03215274729354156,0.0,0.0,0.01014983083615273
1245,1245,Sasa Kalajdzic,AUT,Wolves,Premier League,1997,1,FW,0.0013260593557159516,0.0005253539104200511,0.0034437082265645416,0.0,0.0,0.02126631222812953
1246,1246,Sasa Kalajdzic,AUT,Stuttgart,Bundesliga,1997,3,FW,0.10331777778670044,0.09922568740491025,0.15846956622985126,0.03543123543123543,0.06906906906906907,0.11213146447559208
1247,1247,Arnaud Kalimuendo,FRA,Rennes,Ligue 1,2002,15,FW,0.1482759369317864,0.06958918610186536,0.11511253615138398,0.18769230769230769,0.1334054054054054,0.4693088448525858
1256,1256,Jakub Kami?ski,POL,Wolfsburg,Bundesliga,2002,18,FWMF,0.14125684748955755,0.14042861949748114,0.19738493434405024,0.020396270396270396,0.04160960960960961,0.5495408409859835
1260,1260,Harry Kane,ENG,Tottenham,Premier League,1993,23,FW,0.16603821839057148,0.05567409488521254,0.20803486363496615,0.23900585900585902,0.5464024024024025,0.9927501208313194
1261,1261,Wilfried Kanga,CIV,Hertha BSC,Bundesliga,1998,17,FW,0.10059380572776296,0.14052697691608765,0.11767900611995671,0.09793926793926795,0.064,0.5664572257129048
1264,1264,Kenan Karaman,TUR,Schalke 04,Bundesliga,1994,10,FW,0.06420492065579941,0.12049085264861947,0.0705107572795639,0.08782208782208784,0.0,0.18221362977283712
1265,1265,Yann Karamoh,FRA,Torino,Serie A,1998,9,FWMF,0.060815222023596724,0.02036340341486874,0.12280392788991772,0.05825174825174826,0.032,0.11019816336394393
1267,1267,Jon Karrikaburu,ESP,Real Sociedad,La Liga,2002,6,FW,0.0031837571019409324,0.0025194787440603076,0.00939960104670122,0.0009324009324009325,0.0,0.044465925567907204
1270,1270,Thomas Kastanaras,GRE,Stuttgart,Bundesliga,2003,4,FWDF,0.0901906494568854,0.05017808369902103,0.21450308595467543,0.17285642285642286,0.0,0.034316094731754475
1272,1272,Silas Katompa,COD,Stuttgart,Bundesliga,1998,17,FWDF,0.22450243778002724,0.07290538956979958,0.14534799122729838,0.11686700686700686,0.105009009009009,0.5770903818269695
1273,1273,Moise Kean,ITA,Juventus,Serie A,2000,19,FW,0.18708632284341964,0.08460337900644775,0.0941441065412007,0.18594657594657593,0.128,0.3499275012083132
1275,1275,Neeskens Kebano,COD,Fulham,Premier League,1992,12,FW,0.1861287017279039,0.1410428616868803,0.18327074522238407,0.052753102753102764,0.022822822822822823,0.3441275978733688
1283,1283,Kenedy,BRA,Valladolid,La Liga,1996,4,FWMF,0.19617131010962818,0.03458522754751656,0.07734528895330017,0.0,0.0,0.039632672788786856
1287,1287,Wahbi Khazri,TUN,Montpellier,Ligue 1,1991,14,FWMF,0.1539099389634552,0.1205851314119813,0.1564365642830578,0.1959119259119259,0.0646006006006006,0.41904301594973414
1290,1290,Kike,ESP,Osasuna,La Liga,1989,20,FW,0.14031498537468276,0.04036269609704108,0.14518000491281371,0.15014427014427018,0.064,0.26631222812953115
1299,1299,Justin Kluivert,NED,Valencia,La Liga,1999,15,FWMF,0.18104177638718133,0.11051174301539991,0.21461063564950972,0.1825974925974926,0.096,0.33687771870468824
1307,1307,Luca Koleosho,CAN,Espanyol,La Liga,2004,2,FWDF,0.1886767847435351,0.14184219439093526,0.06938698256554293,0.0,0.0,0.011599806669888834
1308,1308,Randal Kolo Muani,FRA,Eint Frankfurt,Bundesliga,1998,18,FW,0.2869271011041525,0.04243697891353075,0.16805328213999512,0.18342909342909341,0.3258378378378378,0.6964717254712421
1312,1312,Ibrahima Kon�,MLI,Lorient,Ligue 1,1999,21,FW,0.09573337378345446,0.07943186396870341,0.09857559508724227,0.14397530397530395,0.10440840840840841,0.31222812953117446
1320,1320,Christian Kouam�,CIV,Fiorentina,Serie A,1997,19,FW,0.21093447112313074,0.0500193053548432,0.1641618654790128,0.10022743022743023,0.07180780780780781,0.6505558240695988
1329,1329,Soichiro Kozuki,JPN,Schalke 04,Bundesliga,2000,5,FWMF,0.19729179071062247,0.15911156867952467,0.16214316680455895,0.15666666666666668,0.032,0.18269695505074915
1335,1335,Julian Kristoffersen,NOR,Salernitana,Serie A,1997,1,FW,0.0010060362173038228,0.0023579297995737444,0.0038932122435154544,0.0,0.0,0.008216529724504592
1336,1336,Raimonds Krollis,LVA,Spezia,Serie A,2001,1,FW,0.0032625717904853292,0.003278140253571713,0.0047160583228959,0.004662004662004662,0.0,0.0067665538907684866
1341,1341,Takefusa Kubo,JPN,Real Sociedad,La Liga,2001,17,FWMF,0.20373622575010844,0.1235445585117256,0.1883746026479618,0.15366282366282366,0.10440840840840841,0.6027066215563074
1346,1346,Alou Kuol,AUS,Stuttgart,Bundesliga,2000,1,FW,0.0,0.0010080645161290322,0.002247520084754564,0.0,0.0,0.0019333011116481392
1348,1348,Khvicha Kvaratskhelia,GEO,Napoli,Serie A,2001,17,FW,0.34355817184141324,0.10463648855123968,0.24775230795383413,0.2498928998928999,0.29563963963963963,0.5949734171097149
1349,1349,Grejohn Kyei,FRA,Clermont Foot,Ligue 1,1995,22,FW,0.15367059542560899,0.043781062377707236,0.1194113217638073,0.13983934983934984,0.10621021021021021,0.5205413243112614
1351,1351,Giorgos Kyriakopoulos,GRE,Bologna,Serie A,1996,1,FW,0.00014250089063056644,0.0,0.0016456921587608908,0.0,0.0,0.0033832769453842437
1352,1352,Giorgos Kyriakopoulos,GRE,Sassuolo,Serie A,1996,12,FWDF,0.16177316706830813,0.16341719281091904,0.2853720233198674,0.09267813267813269,0.039207207207207204,0.36974383760270657
1355,1355,R�my Labeau Lascary,GLP,Lens,Ligue 1,2003,5,FWMF,0.2345679236106175,0.2981654963066401,0.11451491179322978,0.1034965034965035,0.0,0.03914934751087482
1356,1356,Ga�tan Laborde,FRA,Nice,Ligue 1,1994,18,FW,0.1499892646992391,0.10061927302235933,0.11555906760051221,0.19389655389655386,0.1956036036036036,0.6756887385210246
1357,1357,Ga�tan Laborde,FRA,Rennes,Ligue 1,1994,4,FW,0.1896562861131558,0.049807650893262945,0.15680131183771814,0.35808164808164805,0.064,0.11986466892218463
1358,1358,Alexandre Lacazette,FRA,Lyon,Ligue 1,1991,22,FW,0.16969696843685061,0.0837937674177563,0.18340247111965977,0.07341397341397342,0.4274114114114114,0.9289511841469309
1368,1368,�rik Lamela,ARG,Sevilla,La Liga,1992,18,FWMF,0.24802247505416242,0.1404429784198049,0.18832755009706253,0.13666981666981667,0.096,0.5877235379410343
1369,1369,Mohamed Lamine Bayo,GUI,Lille,Ligue 1,1998,15,FWMF,0.17818034431776847,0.13649874526021985,0.12305181621979142,0.26151452151452154,0.096,0.22667955534074433
1370,1370,Sam Lammers,NED,Sampdoria,Serie A,1997,6,FW,0.07644832206533173,0.11435860643009793,0.14897608747061136,0.026274176274176272,0.011411411411411412,0.2319961333977767
1371,1371,Sam Lammers,NED,Empoli,Serie A,1997,14,FW,0.10195352037382192,0.13097159224506605,0.14673446821907565,0.07998424998425,0.032600600600600604,0.42629289511841467
1376,1376,Cyle Larin,CAN,Valladolid,La Liga,1995,2,FW,0.007745220207757091,0.001449773457770205,0.009103249309532487,0.2270629370629371,0.064,0.022232962783953602
1379,1379,Jordan Larsson,SWE,Schalke 04,Bundesliga,1997,11,FWMF,0.10845736343006453,0.171376890397328,0.12483638875611432,0.0,0.0,0.2232962783953601
1380,1380,Kevin Lasagna,ITA,Hellas Verona,Serie A,1992,17,FWMF,0.14428992923880885,0.07444142714597643,0.08822023407566015,0.0962092862092862,0.04160960960960961,0.5389076848719188
1382,1382,Latasa,ESP,Getafe,La Liga,2001,10,FWDF,0.037962924505275594,0.14836731323536917,0.1534718536688994,0.0606974106974107,0.0,0.05074915418076366
1385,1385,Armand Lauriente,FRA,Sassuolo,Serie A,1998,15,FW,0.23801123851932818,0.08466781563664967,0.29546514104088384,0.13984312984312985,0.14121321321321323,0.5911068148864186
1386,1386,Armand Lauriente,FRA,Lorient,Ligue 1,1998,3,FW,0.3295509031337936,0.24892279471749573,0.12916912251387935,0.20922446922446922,0.032,0.12808119864668924
1390,1390,Marko Lazeti?,SRB,Milan,Serie A,2004,1,FW,0.0031013970533440294,0.0020161290322580645,0.0071845965610372355,0.0,0.0,0.003866602223296279
1395,1395,J�r�my Le Douaron,FRA,Brest,Ligue 1,1998,17,FWMF,0.13854479711917606,0.1089811017230412,0.1095391424044724,0.19173250173250173,0.1654054054054054,0.45964233929434506
1400,1400,Rafael Le�o,POR,Milan,Serie A,1999,21,FWMF,0.2670147973658792,0.03214865213080159,0.272470307968369,0.14001953001953002,0.2578018018018018,0.7361043982600289
1415,1415,Tim Lemperle,GER,K�ln,Bundesliga,2002,6,FW,0.26585840193996785,0.42390276600905896,0.25122265614597417,0.0,0.0,0.04059932334461092
1419,1419,Sergio Le�n,ESP,Valladolid,La Liga,1989,17,FW,0.09746930318018725,0.013992944643377225,0.07564706282226943,0.19302967302967305,0.1606006006006006,0.44079265345577573
1426,1426,Robert Lewandowski,POL,Barcelona,La Liga,1988,17,FW,0.17237819093728457,0.06980969466578046,0.1992518988901978,0.3464984564984565,0.4642162162162163,0.6442725954567423
1427,1427,Jamie Leweling,GER,Union Berlin,Bundesliga,2001,9,FW,0.2549954893621177,0.20527530796572332,0.16077637508360723,0.4870484470484471,0.07464264264264264,0.061865635572740454
1430,1430,Keane Lewis-Potter,ENG,Brentford,Premier League,2001,9,FWMF,0.21694544898184273,0.05201885308449538,0.1300573277896897,0.1906822906822907,0.017417417417417414,0.14741420976317063
1437,1437,Jesse Lingard,ENG,Nott'ham Forest,Premier League,1992,14,FWMF,0.07781001239895444,0.07547290478079281,0.17438350703751873,0.03494298494298494,0.0,0.4156597390043499
1442,1442,Javier Llabr�s,ESP,Mallorca,La Liga,2002,1,FW,0.0006455189992824778,0.0010080645161290322,0.0069635784076504635,0.0,0.0,0.007733204446592557
1455,1455,Ademola Lookman,NGA,Atalanta,Serie A,1997,21,FWMF,0.23602275676029486,0.05250062184831421,0.24694061972098497,0.21231588231588233,0.4008168168168168,0.6273562107298212
1470,1470,Anthony Lozano,HON,C�diz,La Liga,1993,19,FW,0.13452090659915367,0.04720922739511841,0.07274386569573871,0.06582246582246581,0.0,0.5500241662638956
1471,1471,Hirving Lozano,MEX,Napoli,Serie A,1995,20,FW,0.23548502181277856,0.12119953140900952,0.3154156054367495,0.11722232722232723,0.11281681681681682,0.47365877235379406
1476,1476,Jos� Luis Morales,ESP,Villarreal,La Liga,1987,19,FWMF,0.2411192147114278,0.07492593784813761,0.09014605015759082,0.18946071946071943,0.032,0.28516191396810053
1479,1479,Romelu Lukaku,BEL,Inter,Serie A,1993,9,FW,0.15272943066687994,0.09083306029434979,0.15873906654629252,0.13187551187551186,0.04581381381381382,0.1904301594973417
1481,1481,Dodi Lukebakio,BEL,Hertha BSC,Bundesliga,1997,18,FWMF,0.2098976642183339,0.09476759507039809,0.1300290528989956,0.13088452088452088,0.22760360360360363,0.7162880618656355
1493,1493,Darwin Mach�s,VEN,Valladolid,La Liga,1993,2,FW,0.02065046917703427,0.021631642141001193,0.08820644902473561,0.004662004662004662,0.003003003003003003,0.08651522474625423
1495,1495,Noni Madueke,ENG,Chelsea,Premier League,2002,2,FW,0.28438711765094776,0.21532172015370682,0.31829594248203386,0.0773892773892774,0.0,0.053649105848235866
1505,1505,Riyad Mahrez,ALG,Manchester City,Premier League,1991,16,FWMF,0.060168324615836294,0.035445684266587174,0.2219314658316262,0.07010773010773012,0.1298018018018018,0.4335427742870952
1508,1508,Linton Maina,GER,K�ln,Bundesliga,1999,18,FWMF,0.14513601149012725,0.0798760929965398,0.20039982681814458,0.1064033264033264,0.08862462462462463,0.5316578057032383
1513,1513,B�ni Makouana,CGO,Montpellier,Ligue 1,2002,8,FWMF,0.16245665274875964,0.06384104936293022,0.09722064879302261,0.04195804195804196,0.0,0.09521507974867086
1517,1517,Daniel Maldini,ITA,Spezia,Serie A,2001,9,FWMF,0.16108108508652091,0.14148389945917694,0.17033767734346017,0.16277578277578278,0.032,0.15514741420976316
1520,1520,Donyell Malen,NED,Dortmund,Bundesliga,1999,13,FW,0.21043237238676987,0.07513424647692185,0.20513025605621293,0.12803187803187804,0.006606606606606606,0.3963267278878685
1532,1532,Sadio Man�,SEN,Bayern Munich,Bundesliga,1992,14,FW,0.24631159226745758,0.040637545942142056,0.17407782369216154,0.23835947835947838,0.19380180180180182,0.43740937651039147
1537,1537,Myziane Maolida,FRA,Reims,Ligue 1,1999,1,FW,0.0053361982875561684,0.0048444941733859995,0.019447653773902625,0.0,0.0,0.008699855002416625
1538,1538,Myziane Maolida,FRA,Hertha BSC,Bundesliga,1999,3,FWMF,0.2207046052990482,0.10331346204093736,0.08912316505436121,0.0,0.0,0.04543257612373127
1540,1540,Sekou Mara,FRA,Southampton,Premier League,2002,14,FWMF,0.21917293954491124,0.19009813783551502,0.11705988578477888,0.052214452214452214,0.016816816816816814,0.15756404059932336
1541,1541,Maranh�o,BRA,Valencia,La Liga,1996,15,FWMF,0.16341558993930802,0.06122068796805876,0.07459423779991554,0.06862029862029863,0.032,0.20637989366843887
1543,1543,Solly March,ENG,Brighton,Premier League,1994,21,FWDF,0.2123416306646238,0.12273672345436225,0.2791956353107545,0.053402633402633404,0.1612012012012012,0.8728854519091348
1553,1553,Mariano,DOM,Real Madrid,La Liga,1993,5,FW,0.004285601070721822,0.0013380975194293623,0.008766747900310451,0.0,0.0,0.020782986950217498
1558,1558,Omar Marmoush,EGY,Wolfsburg,Bundesliga,1999,19,FW,0.16622654624785604,0.0843467895435896,0.14399849948032412,0.14546525546525546,0.096,0.38134364427259543
1563,1563,Roger Mart�,ESP,Elche,La Liga,1991,12,FW,0.04996792649789557,0.06597296637220722,0.11800345839381778,0.031481131481131484,0.008408408408408407,0.3160947317544707
1564,1564,Roger Mart�,ESP,C�diz,La Liga,1991,3,FW,0.07236253796749156,0.14729639201574116,0.04741691235078173,0.0,0.0,0.07539874335427743
1565,1565,Anthony Martial,FRA,Manchester Utd,Premier League,1995,9,FW,0.13597192484816956,0.030362485297772107,0.16760548837935618,0.15137529137529138,0.11942342342342342,0.2208796520057999
1568,1568,Andr�s Mart�n,ESP,Rayo Vallecano,La Liga,1999,4,FW,0.07536647390062627,0.14162344978724073,0.20999764062548437,0.12400932400932402,0.0,0.0637989366843886
1571,1571,Martinelli,BRA,Arsenal,Premier League,2001,21,FW,0.2809172762614569,0.07029987729587807,0.193392884723859,0.18355887355887357,0.22460060060060064,0.83373610439826
1575,1575,Lautaro Mart�nez,ARG,Inter,Serie A,1997,21,FW,0.17147176863515096,0.07487640509897263,0.14155497387214655,0.20994770994771,0.3936096096096096,0.8090865152247463
1587,1587,Jaime Mata,ESP,Getafe,La Liga,1988,6,FW,0.0025499604967670515,0.002959300952087562,0.012311851897080062,0.0,0.0,0.019816336394393428
1590,1590,Jean-Philippe Mateta,FRA,Crystal Palace,Premier League,1997,18,FW,0.10654670129986138,0.04899489968904568,0.0959298634160146,0.12601020601020602,0.032,0.24649589173513775
1596,1596,Neal Maupay,FRA,Everton,Premier League,1996,14,FW,0.08847059953387837,0.06237373889704106,0.10668863173018371,0.10883953883953884,0.032,0.3436442725954567
1598,1598,Stephy Mavididi,ENG,Montpellier,Ligue 1,1998,12,FW,0.19424730899686715,0.18451506830873773,0.053520940723831324,0.13683046683046682,0.07060660660660661,0.38424359594006763
1602,1602,Eric Maxim Choupo-Moting,CMR,Bayern Munich,Bundesliga,1989,14,FW,0.05924772040203239,0.07788227192787067,0.18094417510551145,0.13006867006867007,0.23721321321321326,0.4040599323344611
1605,1605,Borja Mayoral,ESP,Getafe,La Liga,1997,20,FW,0.14586545779810434,0.06086388706790925,0.1527063045159023,0.0906879606879607,0.128,0.7844369260512325
1609,1609,Kylian Mbapp�,FRA,Paris S-G,Ligue 1,1998,19,FW,0.3113847325263991,0.0420574882561234,0.2245830624938037,0.28382158382158384,0.4232072072072072,0.7090381826969551
1612,1612,Bryan Mbeumo,CMR,Brentford,Premier League,1999,22,FW,0.1346813056421926,0.04761033856216935,0.2014427286533277,0.12244755244755245,0.16660660660660662,0.8003866602223296
1614,1614,Nathanael Mbuku,FRA,Reims,Ligue 1,2002,6,FWMF,0.2054109365804346,0.2131899375886953,0.17331272793272134,0.0,0.0,0.03141614306428226
1619,1619,Dwight McNeil,ENG,Everton,Premier League,1999,19,FWDF,0.1649709054669196,0.23156638395568252,0.15616274883158301,0.06678321678321679,0.07481081081081081,0.47365877235379406
1626,1626,Farid El Melali,ALG,Angers,Ligue 1,1997,9,FWDF,0.2759268845316698,0.22270041774229205,0.18941156446699398,0.021445221445221447,0.0,0.19284678588690188
1629,1629,Memphis,NED,Barcelona,La Liga,1994,2,FW,0.19571302874846674,0.05744366279013159,0.32079402462618156,0.27205128205128204,0.032,0.05461575640405993
1630,1630,Memphis,NED,Atl�tico Madrid,La Liga,1994,2,FW,0.01795055887269405,0.004277850993857909,0.04391424304300344,0.0022522522522522522,0.0,0.01014983083615273
1651,1651,Junior Messias,BRA,Milan,Serie A,1991,15,FWDF,0.1901691878937394,0.13205262017927494,0.16666375608870287,0.1246689346689347,0.06520120120120121,0.42435959400676654
1654,1654,Sven Michel,GER,Union Berlin,Bundesliga,1990,13,FW,0.12257427547913169,0.1276291621216771,0.21177460350021085,0.17433566433566433,0.096,0.12711454809086514
1655,1655,Alexander Mighten,ENG,Nott'ham Forest,Premier League,2002,1,FW,0.009167527007036031,0.0014992503748125939,0.008830288719798126,0.0,0.0,0.0033832769453842437
1658,1658,Arkadiusz Milik,POL,Juventus,Serie A,1994,17,FW,0.09179612889124852,0.07051280346557887,0.14297415176096198,0.22141435141435142,0.1974054054054054,0.47607539874335425
1659,1659,Arkadiusz Milik,POL,Marseille,Ligue 1,1994,2,FW,0.06667927820191019,0.06949265635866193,0.12960818940533628,0.0,0.0,0.061865635572740454
1665,1665,Pere Milla,ESP,Elche,La Liga,1992,19,FWMF,0.1264196212455619,0.15101969462594256,0.17900490022586504,0.05937377937377937,0.1962042042042042,0.5819236346060899
1668,1668,Marko Milovanovi?,SRB,Almer�a,La Liga,2003,2,FW,0.004716205095563887,0.0025201612903225806,0.017773622260064383,0.0022522522522522522,0.0,0.0067665538907684866
1674,1674,Rafa Mir,ESP,Sevilla,La Liga,1997,14,FW,0.09913457883820279,0.03970199322508123,0.08619974134766706,0.1446002646002646,0.096,0.3687771870468825
1679,1679,Kaoru Mitoma,JPN,Brighton,Premier League,1997,16,FWDF,0.2840669718830958,0.1879664661701605,0.25608930613529013,0.1963907263907264,0.1606006006006006,0.4490091831802803
1680,1680,Aleksandar Mitrovi?,SRB,Fulham,Premier League,1994,19,FW,0.14342910252021335,0.07335366317579553,0.1425392387282606,0.2238776538776539,0.35560360360360366,0.7887868535524407
1684,1684,Anthony Modeste,FRA,Dortmund,Bundesliga,1988,14,FW,0.13793513424306378,0.04752101508196501,0.09904376189356717,0.11484344484344484,0.0712072072072072,0.36201063315611404
1686,1686,Terem Moffi,NGA,Nice,Ligue 1,1999,2,FW,0.21136851332555107,0.08961693548387097,0.10200233792735537,0.052214452214452214,0.0,0.0778153697438376
1687,1687,Terem Moffi,NGA,Lorient,Ligue 1,1999,18,FW,0.24122733017555292,0.060696655448522804,0.09058381859191432,0.2190909090909091,0.384,0.6694055099081682
1688,1688,Mostafa Mohamed,EGY,Nantes,Ligue 1,1997,22,FW,0.10920074727311058,0.08471655343829002,0.06637333212394533,0.12128142128142128,0.169009009009009,0.5809569840502659
1700,1700,Daniele Montevago,ITA,Sampdoria,Serie A,2003,6,FW,0.12702483946628954,0.03320744370792121,0.11038021681053478,0.052548352548352543,0.0,0.111164813919768
1704,1704,Kieffer Moore,WAL,Bournemouth,Premier League,1992,20,FW,0.08273273287936883,0.10444490554983356,0.12287073735687733,0.12475524475524476,0.128,0.5403576607056548
1705,1705,Andrew Moran,IRL,Brighton,Premier League,2003,1,FW,0.0011485371079343893,0.0077400531475345855,0.008294758815520583,0.0,0.0,0.005316578057032383
1706,1706,�lvaro Morata,ESP,Atl�tico Madrid,La Liga,1992,20,FW,0.12440688195166438,0.07340672598830561,0.10319367141300817,0.08341397341397343,0.22880480480480483,0.5596906718221363
1707,1707,Jon Morcillo,ESP,Athletic Club,La Liga,1998,9,FWMF,0.46761524562088275,0.08401073501340799,0.5532078378149405,0.0,0.08588588588588589,0.02996616723054616
1712,1712,Gerard Moreno,ESP,Villarreal,La Liga,1992,12,FW,0.13054568790216314,0.06901030108656822,0.19601752379528758,0.17565614565614568,0.1612012012012012,0.44369260512324793
1719,1719,Loren Mor�n,ESP,Betis,La Liga,1993,2,FW,0.0020120724346076456,0.008068377281336973,0.0094321166457918,0.0,0.0,0.0067665538907684866
1721,1721,Dany Mota,POR,Monza,Serie A,1998,15,FWMF,0.17487369337769443,0.04103434950194884,0.17963431050825238,0.0523952623952624,0.096,0.4809086515224746
1722,1722,Lebo Mothiba,RSA,Strasbourg,Ligue 1,1996,12,FWMF,0.09079831191055696,0.03450403174176345,0.07544045028470217,0.17433566433566433,0.064,0.1266312228129531
1723,1723,Youssoufa Moukoko,GER,Dortmund,Bundesliga,2004,18,FW,0.1535182339147767,0.08086578873335466,0.09755800683211012,0.21217539217539216,0.20941741741741743,0.458192363460609
1724,1724,Steve Mouni�,BEN,Brest,Ligue 1,1994,9,FW,0.13431013236209632,0.07236612631855843,0.10853513348826281,0.18634662634662633,0.128,0.24891251812469792
1727,1727,Bevic Moussiti-Oko,CGO,Ajaccio,Ligue 1,1995,17,FW,0.17344796165142498,0.04839831418544578,0.12079315038520833,0.04217539217539217,0.032,0.33687771870468824
1731,1731,Divin Mubama,ENG,West Ham,Premier League,2004,1,FW,2.8500178126113287e-05,0.00010080645161290323,0.0002755854413244238,0.0,0.0,0.0014499758337361045
1732,1732,Mykhailo Mudryk,UKR,Chelsea,Premier League,2001,3,FW,0.1323276074456035,0.25383568694692554,0.2085957386252455,0.0,0.0,0.07056549057515708
1736,1736,Thomas M�ller,GER,Bayern Munich,Bundesliga,1989,13,FWMF,0.15041921859452473,0.09912268886909882,0.3102347284934194,0.23989982989982991,0.15442642642642643,0.3919768003866602
1742,1742,Luis Muriel,COL,Atalanta,Serie A,1991,13,FW,0.28797261423072285,0.09360243360384304,0.32285313262904874,0.04382284382284382,0.05061861861861862,0.2793620106331561
1744,1744,Vedat Muriqi,KVX,Mallorca,La Liga,1994,19,FW,0.08397506193196608,0.05539342363099005,0.12504852079000553,0.13033075033075034,0.259003003003003,0.7989366843885934
1745,1745,Jacob Murphy,ENG,Newcastle Utd,Premier League,1995,22,FW,0.2395706743730356,0.12696425389463364,0.20303153591587556,0.10219114219114218,0.04160960960960961,0.26872885451909134
1750,1750,Suliman Mustapha,AUT,Mainz 05,Bundesliga,2001,5,FWMF,0.21750671363701118,0.03790185687388392,0.1519751418662233,0.0,0.0,0.032382793620106334
1752,1752,Enock Mwepu,ZAM,Brighton,Premier League,1998,6,FWMF,0.15719272954839655,0.25059924567839886,0.202539478506957,0.039160839160839164,0.025225225225225224,0.10246495891735138
1756,1756,Nathan N'Goumou,FRA,Toulouse,Ligue 1,2000,1,FW,0.00352921682246414,0.0038494872179683374,0.012959180501182926,0.0,0.0,0.0430159497341711
1757,1757,Nathan N'Goumou,FRA,M'Gladbach,Bundesliga,2000,10,FW,0.14764722634046884,0.16466934877130976,0.16786483167314803,0.027039627039627038,0.0,0.14644755920734653
1771,1771,�lvaro Negredo,ESP,C�diz,La Liga,1985,14,FW,0.07829388722625741,0.07178794754343241,0.11839459886646353,0.1611088011088011,0.05121921921921922,0.2682455292411793
1772,1772,Reiss Nelson,ENG,Arsenal,Premier League,1999,2,FW,0.17160586640920167,0.06748398497174281,0.44564398139808636,0.8877477477477479,0.1498858858858859,0.030932817786370227
1773,1773,Ilija Nestorovski,MKD,Udinese,Serie A,1990,10,FWMF,0.12701948796009854,0.11749532322396837,0.1252942933146466,0.1817948717948718,0.07824624624624625,0.055099081681971966
1775,1775,Pedro Neto,POR,Wolves,Premier League,2000,8,FWMF,0.2789655460938412,0.08108348213758296,0.16262944461309026,0.004148554148554149,0.0,0.2890285161913968
1782,1782,Cyril Ngonge,BEL,Hellas Verona,Serie A,2000,2,FWMF,0.24229535047452122,0.09527862985115323,0.38213798399906407,0.5171561771561772,0.032,0.04059932334461092
1784,1784,Ibrahima Niane,SEN,Angers,Ligue 1,1999,1,FW,0.0891857226515935,0.024990003402800803,0.05934737842915024,0.023310023310023312,0.0,0.0333494441759304
1785,1785,M'Baye Niang,SEN,Auxerre,Ligue 1,1994,17,FW,0.12959902025664038,0.09655414153656147,0.10923458277683434,0.06847161847161848,0.096,0.500724987916868
1789,1789,Florian Niederlechner,GER,Augsburg,Bundesliga,1990,14,FWMF,0.09044447100847831,0.083513740764093,0.1054172568424068,0.18694575694575694,0.1286006006006006,0.4393426776220396
1790,1790,Florian Niederlechner,GER,Hertha BSC,Bundesliga,1990,2,FW,0.08191626758684772,0.15578466248368156,0.3630694768237833,0.12583947583947583,0.0,0.046399226679555344
1795,1795,Justin Njinmah,GER,Dortmund,Bundesliga,2000,1,FW,0.00387786623005891,0.0005040322580645161,0.00636175048165679,0.0,0.0,0.01014983083615273
1796,1796,Eddie Nketiah,ENG,Arsenal,Premier League,1999,19,FW,0.19935023347013495,0.09091594157145484,0.11429843902930298,0.1926214326214326,0.128,0.3769937167713871
1797,1797,Christopher Nkunku,FRA,RB Leipzig,Bundesliga,1997,15,FWMF,0.17505734602623416,0.048555247411640856,0.1948824334682232,0.11989793989793991,0.384,0.6191396810053166
1798,1798,Lukas Nmecha,GER,Wolfsburg,Bundesliga,1998,13,FW,0.1372461877926644,0.060974199320373054,0.1299298716399289,0.16306243306243304,0.128,0.40260995650072495
1799,1799,Diego Noguerol,ESP,Valencia,La Liga,2002,1,FWDF,0.0024395751064993447,0.0,0.010033944571785473,0.0,0.0,0.004349927501208313
